group,step,condition,metric,cohort,seed,value
middle,40,autonomous,body_rate_rmse_rad_s,Sep17,17,0.566107826294768
middle,40,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5745788156136029
middle,40,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5659202406486898
middle,40,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6597720505267248
middle,40,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6553033364405194
middle,40,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6464483892920945
middle,40,autonomous,position_rmse_m,ALL,17,0.32704843128907096
middle,40,autonomous,position_rmse_m,ALL,23,0.3296359201271371
middle,40,autonomous,position_rmse_m,ALL,42,0.3236477571401932
middle,40,autonomous,position_rmse_m,Sep17,17,0.21768392979028706
middle,40,autonomous,position_rmse_m,Sep17,23,0.22849317440193648
middle,40,autonomous,position_rmse_m,Sep17,42,0.21615126560564296
middle,40,autonomous,position_rmse_m,Sep7,17,0.4242613215102122
middle,40,autonomous,position_rmse_m,Sep7,23,0.4195405829939821
middle,40,autonomous,position_rmse_m,Sep7,42,0.41920019405979353
middle,40,autonomous,velocity_rmse_m_s,ALL,17,0.4827423693402797
middle,40,autonomous,velocity_rmse_m_s,ALL,23,0.49094853908744773
middle,40,autonomous,velocity_rmse_m_s,ALL,42,0.48240281063796714
middle,40,autonomous,velocity_rmse_m_s,Sep17,17,0.4816529919244912
middle,40,autonomous,velocity_rmse_m_s,Sep17,23,0.49689767178216565
middle,40,autonomous,velocity_rmse_m_s,Sep17,42,0.4838719604927273
middle,40,autonomous,velocity_rmse_m_s,Sep7,17,0.48371070482098044
middle,40,autonomous,velocity_rmse_m_s,Sep7,23,0.4856604211365874
middle,40,autonomous,velocity_rmse_m_s,Sep7,42,0.4810968996559581
middle,40,local100ms,attitude_error_deg,ALL,17,1.3461405389614387
middle,40,local100ms,attitude_error_deg,ALL,23,1.3693800016635096
middle,40,local100ms,attitude_error_deg,ALL,42,1.3356380539083756
middle,40,local100ms,attitude_error_deg,Sep17,17,1.31672099218485
middle,40,local100ms,attitude_error_deg,Sep17,23,1.3356163809853587
middle,40,local100ms,attitude_error_deg,Sep17,42,1.3034283293898796
middle,40,local100ms,attitude_error_deg,Sep7,17,1.3722912472072952
middle,40,local100ms,attitude_error_deg,Sep7,23,1.3993921089329768
middle,40,local100ms,attitude_error_deg,Sep7,42,1.364268920147039
middle,40,local100ms,body_rate_rmse_rad_s,ALL,17,0.5654086245003703
middle,40,local100ms,body_rate_rmse_rad_s,ALL,23,0.5590905897628055
middle,40,local100ms,body_rate_rmse_rad_s,ALL,42,0.5599273302952388
middle,40,local100ms,body_rate_rmse_rad_s,Sep17,17,0.5076633575323055
middle,40,local100ms,body_rate_rmse_rad_s,Sep17,23,0.5030039747095686
middle,40,local100ms,body_rate_rmse_rad_s,Sep17,42,0.5016959117897422
middle,40,local100ms,body_rate_rmse_rad_s,Sep7,17,0.6167377506942058
middle,40,local100ms,body_rate_rmse_rad_s,Sep7,23,0.608945358699016
middle,40,local100ms,body_rate_rmse_rad_s,Sep7,42,0.6116885911890135
middle,40,local100ms,position_rmse_m,ALL,17,0.03085018384426291
middle,40,local100ms,position_rmse_m,ALL,23,0.03096733151369564
middle,40,local100ms,position_rmse_m,ALL,42,0.03078182797505385
middle,40,local100ms,position_rmse_m,Sep17,17,0.016560445202687343
middle,40,local100ms,position_rmse_m,Sep17,23,0.017035588129724145
middle,40,local100ms,position_rmse_m,Sep17,42,0.016484292565775452
middle,40,local100ms,position_rmse_m,Sep7,17,0.04355217374788564
middle,40,local100ms,position_rmse_m,Sep7,23,0.04335110341055918
middle,40,local100ms,position_rmse_m,Sep7,42,0.043490748338856876
middle,40,local100ms,velocity_rmse_m_s,ALL,17,0.11677970427236863
middle,40,local100ms,velocity_rmse_m_s,ALL,23,0.12168989554753878
middle,40,local100ms,velocity_rmse_m_s,ALL,42,0.12189120358141192
middle,40,local100ms,velocity_rmse_m_s,Sep17,17,0.12534027885662008
middle,40,local100ms,velocity_rmse_m_s,Sep17,23,0.12979032529626627
middle,40,local100ms,velocity_rmse_m_s,Sep17,42,0.12597508414962386
middle,40,local100ms,velocity_rmse_m_s,Sep7,17,0.10917030464192289
middle,40,local100ms,velocity_rmse_m_s,Sep7,23,0.1144895135486699
middle,40,local100ms,velocity_rmse_m_s,Sep7,42,0.11826108752077907
middle,41,autonomous,attitude_error_deg,ALL,17,5.733068776820884
middle,41,autonomous,attitude_error_deg,ALL,23,5.51223595120885
middle,41,autonomous,attitude_error_deg,ALL,42,5.7443401666470315
middle,41,autonomous,attitude_error_deg,Sep17,17,6.364006158070995
middle,41,autonomous,attitude_error_deg,Sep17,23,5.936557216227583
middle,41,autonomous,attitude_error_deg,Sep17,42,6.480287792059542
middle,41,autonomous,attitude_error_deg,Sep7,17,5.172235549043009
middle,41,autonomous,attitude_error_deg,Sep7,23,5.135061493414421
middle,41,autonomous,attitude_error_deg,Sep7,42,5.090164499613689
middle,41,autonomous,body_rate_rmse_rad_s,ALL,17,0.6031664421896908
middle,41,autonomous,body_rate_rmse_rad_s,ALL,23,0.6059895682075966
middle,41,autonomous,body_rate_rmse_rad_s,ALL,42,0.5967190005303565
middle,41,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5778311743059011
middle,41,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5798789742673081
middle,41,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5691269750973588
middle,41,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6256866803086151
middle,41,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6291989850434088
middle,41,autonomous,body_rate_rmse_rad_s,Sep7,42,0.621245245359688
middle,41,autonomous,position_rmse_m,ALL,17,0.3379687571463615
middle,41,autonomous,position_rmse_m,ALL,23,0.3406721197472362
middle,41,autonomous,position_rmse_m,ALL,42,0.3344722503933318
middle,41,autonomous,position_rmse_m,Sep17,17,0.22653048446051152
middle,41,autonomous,position_rmse_m,Sep17,23,0.23784025395934996
middle,41,autonomous,position_rmse_m,Sep17,42,0.2250520841003177
middle,41,autonomous,position_rmse_m,Sep7,17,0.4370249995337836
middle,41,autonomous,position_rmse_m,Sep7,23,0.43207822266980184
middle,41,autonomous,position_rmse_m,Sep7,42,0.43173462043156646
middle,41,autonomous,velocity_rmse_m_s,ALL,17,0.4954152858404343
middle,41,autonomous,velocity_rmse_m_s,ALL,23,0.5043576178919563
middle,41,autonomous,velocity_rmse_m_s,ALL,42,0.49383037047535133
middle,41,autonomous,velocity_rmse_m_s,Sep17,17,0.4958263703095571
middle,41,autonomous,velocity_rmse_m_s,Sep17,23,0.5126905747287291
middle,41,autonomous,velocity_rmse_m_s,Sep17,42,0.49645302475661524
middle,41,autonomous,velocity_rmse_m_s,Sep7,17,0.49504987742343626
middle,41,autonomous,velocity_rmse_m_s,Sep7,23,0.4969505451481584
middle,41,autonomous,velocity_rmse_m_s,Sep7,42,0.49149912222533904
middle,42,autonomous,attitude_error_deg,ALL,17,5.874537878857134
middle,42,autonomous,attitude_error_deg,ALL,23,5.647169941428647
middle,42,autonomous,attitude_error_deg,ALL,42,5.888420948881952
middle,42,autonomous,attitude_error_deg,Sep17,17,6.521550062163509
middle,42,autonomous,attitude_error_deg,Sep17,23,6.077370672629235
middle,42,autonomous,attitude_error_deg,Sep17,42,6.643650724134372
middle,42,autonomous,attitude_error_deg,Sep7,17,5.299415938140355
middle,42,autonomous,attitude_error_deg,Sep7,23,5.264769291472568
middle,42,autonomous,attitude_error_deg,Sep7,42,5.217105593102023
middle,42,autonomous,body_rate_rmse_rad_s,ALL,17,0.5813505206228498
middle,42,autonomous,body_rate_rmse_rad_s,ALL,23,0.5895672516025003
middle,42,autonomous,body_rate_rmse_rad_s,ALL,42,0.5814353287213089
middle,42,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5590595653123887
middle,42,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5743475213038579
middle,42,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5580718973770665
middle,42,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6011647031210374
middle,42,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6030959007568489
middle,42,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6022028232495243
middle,42,autonomous,position_rmse_m,ALL,17,0.3491716489839923
middle,42,autonomous,position_rmse_m,ALL,23,0.3520178975396179
middle,42,autonomous,position_rmse_m,ALL,42,0.3454968926020814
middle,42,autonomous,position_rmse_m,Sep17,17,0.23589203052890184
middle,42,autonomous,position_rmse_m,Sep17,23,0.2476985486386459
middle,42,autonomous,position_rmse_m,Sep17,42,0.23431735139777027
middle,42,autonomous,position_rmse_m,Sep7,17,0.44986464316629476
middle,42,autonomous,position_rmse_m,Sep7,23,0.44474620767381523
middle,42,autonomous,position_rmse_m,Sep7,42,0.44432315145035783
middle,42,autonomous,velocity_rmse_m_s,ALL,17,0.5096168939509281
middle,42,autonomous,velocity_rmse_m_s,ALL,23,0.5195579472268742
middle,42,autonomous,velocity_rmse_m_s,ALL,42,0.5075034265688585
middle,42,autonomous,velocity_rmse_m_s,Sep17,17,0.5121370169565166
middle,42,autonomous,velocity_rmse_m_s,Sep17,23,0.5305552671447051
middle,42,autonomous,velocity_rmse_m_s,Sep17,42,0.5109285737381413
middle,42,autonomous,velocity_rmse_m_s,Sep7,17,0.5073767846126274
middle,42,autonomous,velocity_rmse_m_s,Sep7,23,0.5097825517443577
middle,42,autonomous,velocity_rmse_m_s,Sep7,42,0.5044588513072737
middle,43,autonomous,attitude_error_deg,ALL,17,6.014622084580083
middle,43,autonomous,attitude_error_deg,ALL,23,5.780513463342912
middle,43,autonomous,attitude_error_deg,ALL,42,6.02858201738767
middle,43,autonomous,attitude_error_deg,Sep17,17,6.666426121524197
middle,43,autonomous,attitude_error_deg,Sep17,23,6.206339898134143
middle,43,autonomous,attitude_error_deg,Sep17,42,6.792858710029812
middle,43,autonomous,attitude_error_deg,Sep7,17,5.435240718407536
middle,43,autonomous,attitude_error_deg,Sep7,23,5.402001076861818
middle,43,autonomous,attitude_error_deg,Sep7,42,5.349224957261323
middle,43,autonomous,body_rate_rmse_rad_s,ALL,17,0.5799895438049386
middle,43,autonomous,body_rate_rmse_rad_s,ALL,23,0.5873949197372762
middle,43,autonomous,body_rate_rmse_rad_s,ALL,42,0.5767648542343072
middle,43,autonomous,body_rate_rmse_rad_s,Sep17,17,0.57559558355626
middle,43,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5933454392929928
middle,43,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5735241340451256
middle,43,autonomous,body_rate_rmse_rad_s,Sep7,17,0.5838952862482084
middle,43,autonomous,body_rate_rmse_rad_s,Sep7,23,0.5821055690210838
middle,43,autonomous,body_rate_rmse_rad_s,Sep7,42,0.5796454944024688
middle,43,autonomous,position_rmse_m,ALL,17,0.3604318691352017
middle,43,autonomous,position_rmse_m,ALL,23,0.3634866139181496
middle,43,autonomous,position_rmse_m,ALL,42,0.3565697503200667
middle,43,autonomous,position_rmse_m,Sep17,17,0.24535746133914485
middle,43,autonomous,position_rmse_m,Sep17,23,0.25774447373204973
middle,43,autonomous,position_rmse_m,Sep17,42,0.24374357089086895
middle,43,autonomous,position_rmse_m,Sep7,17,0.46272023162058545
middle,43,autonomous,position_rmse_m,Sep7,23,0.45747962741690507
middle,43,autonomous,position_rmse_m,Sep7,42,0.45685968759046475
middle,43,autonomous,velocity_rmse_m_s,ALL,17,0.5256014067710126
middle,43,autonomous,velocity_rmse_m_s,ALL,23,0.5356747920898791
middle,43,autonomous,velocity_rmse_m_s,ALL,42,0.5235421030569836
middle,43,autonomous,velocity_rmse_m_s,Sep17,17,0.5300837160113359
middle,43,autonomous,velocity_rmse_m_s,Sep17,23,0.5480339389245166
middle,43,autonomous,velocity_rmse_m_s,Sep17,42,0.5280542558887
middle,43,autonomous,velocity_rmse_m_s,Sep7,17,0.5216171318907254
middle,43,autonomous,velocity_rmse_m_s,Sep7,23,0.5246888837924235
middle,43,autonomous,velocity_rmse_m_s,Sep7,42,0.5195313005399023
middle,44,autonomous,attitude_error_deg,ALL,17,6.12807087320601
middle,44,autonomous,attitude_error_deg,ALL,23,5.887819412164139
middle,44,autonomous,attitude_error_deg,ALL,42,6.150233432683093
middle,44,autonomous,attitude_error_deg,Sep17,17,6.791223241656857
middle,44,autonomous,attitude_error_deg,Sep17,23,6.32161556232417
middle,44,autonomous,attitude_error_deg,Sep17,42,6.931379312939244
middle,44,autonomous,attitude_error_deg,Sep7,17,5.538602101249702
middle,44,autonomous,attitude_error_deg,Sep7,23,5.502222834244111
middle,44,autonomous,attitude_error_deg,Sep7,42,5.45588153912207
middle,44,autonomous,body_rate_rmse_rad_s,ALL,17,0.626863307286094
middle,44,autonomous,body_rate_rmse_rad_s,ALL,23,0.6362129095054769
middle,44,autonomous,body_rate_rmse_rad_s,ALL,42,0.6231917851417226
middle,44,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5766838975731604
middle,44,autonomous,body_rate_rmse_rad_s,Sep17,23,0.600244996351779
middle,44,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5752710126312315
middle,44,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6714672270309237
middle,44,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6681843878643197
middle,44,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6657880273732704
middle,44,autonomous,position_rmse_m,ALL,17,0.3719444293354747
middle,44,autonomous,position_rmse_m,ALL,23,0.3751441311907866
middle,44,autonomous,position_rmse_m,ALL,42,0.3677811333567118
middle,44,autonomous,position_rmse_m,Sep17,17,0.2552993010630205
middle,44,autonomous,position_rmse_m,Sep17,23,0.2681915843182193
middle,44,autonomous,position_rmse_m,Sep17,42,0.25347127637558464
middle,44,autonomous,position_rmse_m,Sep7,17,0.4756289877998785
middle,44,autonomous,position_rmse_m,Sep7,23,0.47021306174417976
middle,44,autonomous,position_rmse_m,Sep7,42,0.4693898951177138
middle,44,autonomous,velocity_rmse_m_s,ALL,17,0.541855186038818
middle,44,autonomous,velocity_rmse_m_s,ALL,23,0.5496515739297506
middle,44,autonomous,velocity_rmse_m_s,ALL,42,0.5396916621073172
middle,44,autonomous,velocity_rmse_m_s,Sep17,17,0.5493596168965361
middle,44,autonomous,velocity_rmse_m_s,Sep17,23,0.5631759405938401
middle,44,autonomous,velocity_rmse_m_s,Sep17,42,0.5456401973679491
middle,44,autonomous,velocity_rmse_m_s,Sep7,17,0.5351845808319574
middle,44,autonomous,velocity_rmse_m_s,Sep7,23,0.5376299146727823
middle,44,autonomous,velocity_rmse_m_s,Sep7,42,0.5344040752089778
middle,45,autonomous,attitude_error_deg,ALL,17,6.242240229804251
middle,45,autonomous,attitude_error_deg,ALL,23,5.990104813582807
middle,45,autonomous,attitude_error_deg,ALL,42,6.2713820438089245
middle,45,autonomous,attitude_error_deg,Sep17,17,6.902148729601296
middle,45,autonomous,attitude_error_deg,Sep17,23,6.416178546817307
middle,45,autonomous,attitude_error_deg,Sep17,42,7.051830919235925
middle,45,autonomous,attitude_error_deg,Sep7,17,5.655654896651322
middle,45,autonomous,attitude_error_deg,Sep7,23,5.611372606263251
middle,45,autonomous,attitude_error_deg,Sep7,42,5.577649710096036
middle,45,autonomous,body_rate_rmse_rad_s,ALL,17,0.5993931590931467
middle,45,autonomous,body_rate_rmse_rad_s,ALL,23,0.6078657801504621
middle,45,autonomous,body_rate_rmse_rad_s,ALL,42,0.594762252445681
middle,45,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5664861140815819
middle,45,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5835362611206255
middle,45,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5580282985287868
middle,45,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6286438657700932
middle,45,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6294920192880945
middle,45,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6274146559273649
middle,45,autonomous,position_rmse_m,ALL,17,0.3836681611417839
middle,45,autonomous,position_rmse_m,ALL,23,0.38693308866858445
middle,45,autonomous,position_rmse_m,ALL,42,0.3792806114886359
middle,45,autonomous,position_rmse_m,Sep17,17,0.2654616532920656
middle,45,autonomous,position_rmse_m,Sep17,23,0.2787750858384524
middle,45,autonomous,position_rmse_m,Sep17,42,0.2634839372700607
middle,45,autonomous,position_rmse_m,Sep7,17,0.4887406125637557
middle,45,autonomous,position_rmse_m,Sep7,23,0.48307353562870187
middle,45,autonomous,position_rmse_m,Sep7,42,0.4822109885718139
middle,45,autonomous,velocity_rmse_m_s,ALL,17,0.5560014674387487
middle,45,autonomous,velocity_rmse_m_s,ALL,23,0.5619595488816778
middle,45,autonomous,velocity_rmse_m_s,ALL,42,0.5542758873141019
middle,45,autonomous,velocity_rmse_m_s,Sep17,17,0.5667715317219423
middle,45,autonomous,velocity_rmse_m_s,Sep17,23,0.5760612674859497
middle,45,autonomous,velocity_rmse_m_s,Sep17,42,0.5626306975548364
middle,45,autonomous,velocity_rmse_m_s,Sep7,17,0.546428076964799
middle,45,autonomous,velocity_rmse_m_s,Sep7,23,0.5494246879001028
middle,45,autonomous,velocity_rmse_m_s,Sep7,42,0.546849389322338
middle,45,local100ms,attitude_error_deg,ALL,17,1.3691249536813237
middle,45,local100ms,attitude_error_deg,ALL,23,1.3991803363652753
middle,45,local100ms,attitude_error_deg,ALL,42,1.3885550387734167
middle,45,local100ms,attitude_error_deg,Sep17,17,1.3619416548554373
middle,45,local100ms,attitude_error_deg,Sep17,23,1.3734619532608174
middle,45,local100ms,attitude_error_deg,Sep17,42,1.3771331644007265
middle,45,local100ms,attitude_error_deg,Sep7,17,1.3755101081932226
middle,45,local100ms,attitude_error_deg,Sep7,23,1.4220411213470159
middle,45,local100ms,attitude_error_deg,Sep7,42,1.398707815993586
middle,45,local100ms,body_rate_rmse_rad_s,ALL,17,0.5457664364880699
middle,45,local100ms,body_rate_rmse_rad_s,ALL,23,0.5405133482857822
middle,45,local100ms,body_rate_rmse_rad_s,ALL,42,0.5441214482806268
middle,45,local100ms,body_rate_rmse_rad_s,Sep17,17,0.4967791579072527
middle,45,local100ms,body_rate_rmse_rad_s,Sep17,23,0.4916139093786741
middle,45,local100ms,body_rate_rmse_rad_s,Sep17,42,0.489486346428584
middle,45,local100ms,body_rate_rmse_rad_s,Sep7,17,0.589310684115463
middle,45,local100ms,body_rate_rmse_rad_s,Sep7,23,0.5839795162032118
middle,45,local100ms,body_rate_rmse_rad_s,Sep7,42,0.5926859832602206
middle,45,local100ms,position_rmse_m,ALL,17,0.031868951455332785
middle,45,local100ms,position_rmse_m,ALL,23,0.03186434331630355
middle,45,local100ms,position_rmse_m,ALL,42,0.031732194870859154
middle,45,local100ms,position_rmse_m,Sep17,17,0.017210019278049903
middle,45,local100ms,position_rmse_m,Sep17,23,0.01747620465329628
middle,45,local100ms,position_rmse_m,Sep17,42,0.016968541184139534
middle,45,local100ms,position_rmse_m,Sep7,17,0.044899113390695335
middle,45,local100ms,position_rmse_m,Sep7,23,0.04465379990564333
middle,45,local100ms,position_rmse_m,Sep7,42,0.044855442592387704
middle,45,local100ms,velocity_rmse_m_s,ALL,17,0.11760203238580766
middle,45,local100ms,velocity_rmse_m_s,ALL,23,0.12184253610975257
middle,45,local100ms,velocity_rmse_m_s,ALL,42,0.12284545454062626
middle,45,local100ms,velocity_rmse_m_s,Sep17,17,0.12526306890336017
middle,45,local100ms,velocity_rmse_m_s,Sep17,23,0.1274499060239817
middle,45,local100ms,velocity_rmse_m_s,Sep17,42,0.12590351509367928
middle,45,local100ms,velocity_rmse_m_s,Sep7,17,0.11079222214798319
middle,45,local100ms,velocity_rmse_m_s,Sep7,23,0.11685820729710447
middle,45,local100ms,velocity_rmse_m_s,Sep7,42,0.12012717849346803
middle,46,autonomous,attitude_error_deg,ALL,17,6.361352847815362
middle,46,autonomous,attitude_error_deg,ALL,23,6.097935437374923
middle,46,autonomous,attitude_error_deg,ALL,42,6.390273426219928
middle,46,autonomous,attitude_error_deg,Sep17,17,7.038618989993823
middle,46,autonomous,attitude_error_deg,Sep17,23,6.531050434281141
middle,46,autonomous,attitude_error_deg,Sep17,42,7.189428488842601
middle,46,autonomous,attitude_error_deg,Sep7,17,5.759338499212286
middle,46,autonomous,attitude_error_deg,Sep7,23,5.7129443290138395
middle,46,autonomous,attitude_error_deg,Sep7,42,5.679913370555332
middle,46,autonomous,body_rate_rmse_rad_s,ALL,17,0.5910094093292354
middle,46,autonomous,body_rate_rmse_rad_s,ALL,23,0.5989504610674011
middle,46,autonomous,body_rate_rmse_rad_s,ALL,42,0.5843372713653538
middle,46,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5525540805858363
middle,46,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5670705809411537
middle,46,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5444656431073582
middle,46,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6251919237678124
middle,46,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6272881322907322
middle,46,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6197787187057943
middle,46,autonomous,position_rmse_m,ALL,17,0.39601874076327426
middle,46,autonomous,position_rmse_m,ALL,23,0.39942991592730825
middle,46,autonomous,position_rmse_m,ALL,42,0.3914133969522218
middle,46,autonomous,position_rmse_m,Sep17,17,0.27581250756581027
middle,46,autonomous,position_rmse_m,Sep17,23,0.28942775382891267
middle,46,autonomous,position_rmse_m,Sep17,42,0.27362400934084846
middle,46,autonomous,position_rmse_m,Sep7,17,0.5028687258276867
middle,46,autonomous,position_rmse_m,Sep7,23,0.49720961557032656
middle,46,autonomous,position_rmse_m,Sep7,42,0.49611507482899825
middle,46,autonomous,velocity_rmse_m_s,ALL,17,0.5677977037178479
middle,46,autonomous,velocity_rmse_m_s,ALL,23,0.573902880336403
middle,46,autonomous,velocity_rmse_m_s,ALL,42,0.5676234223228788
middle,46,autonomous,velocity_rmse_m_s,Sep17,17,0.5814607580144416
middle,46,autonomous,velocity_rmse_m_s,Sep17,23,0.5880535016516341
middle,46,autonomous,velocity_rmse_m_s,Sep17,42,0.5789926973412688
middle,46,autonomous,velocity_rmse_m_s,Sep7,17,0.5556527665653199
middle,46,autonomous,velocity_rmse_m_s,Sep7,23,0.5613245502784199
middle,46,autonomous,velocity_rmse_m_s,Sep7,42,0.5575174000843099
middle,47,autonomous,attitude_error_deg,ALL,17,6.473274118695025
middle,47,autonomous,attitude_error_deg,ALL,23,6.2030366260664405
middle,47,autonomous,attitude_error_deg,ALL,42,6.50851038610373
middle,47,autonomous,attitude_error_deg,Sep17,17,7.158290602712507
middle,47,autonomous,attitude_error_deg,Sep17,23,6.625519038231128
middle,47,autonomous,attitude_error_deg,Sep17,42,7.31766083461656
middle,47,autonomous,attitude_error_deg,Sep7,17,5.864370577346154
middle,47,autonomous,attitude_error_deg,Sep7,23,5.827496704142273
middle,47,autonomous,attitude_error_deg,Sep7,42,5.789265542981212
middle,47,autonomous,body_rate_rmse_rad_s,ALL,17,0.5815790896666426
middle,47,autonomous,body_rate_rmse_rad_s,ALL,23,0.6020571974670051
middle,47,autonomous,body_rate_rmse_rad_s,ALL,42,0.5773731767050936
middle,47,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5455553330493998
middle,47,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5770556992422841
middle,47,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5441376919417162
middle,47,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6136002066597475
middle,47,autonomous,body_rate_rmse_rad_s,Sep7,23,0.624280751444535
middle,47,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6069158298280956
middle,47,autonomous,position_rmse_m,ALL,17,0.408007274418004
middle,47,autonomous,position_rmse_m,ALL,23,0.411450977929168
middle,47,autonomous,position_rmse_m,ALL,42,0.4031870027243637
middle,47,autonomous,position_rmse_m,Sep17,17,0.28653891922372937
middle,47,autonomous,position_rmse_m,Sep17,23,0.30047515010245596
middle,47,autonomous,position_rmse_m,Sep17,42,0.2843245836063962
middle,47,autonomous,position_rmse_m,Sep7,17,0.5159791457018037
middle,47,autonomous,position_rmse_m,Sep7,23,0.5100961582195788
middle,47,autonomous,position_rmse_m,Sep7,42,0.5088424863847792
middle,47,autonomous,velocity_rmse_m_s,ALL,17,0.5792996441999978
middle,47,autonomous,velocity_rmse_m_s,ALL,23,0.5852301695787709
middle,47,autonomous,velocity_rmse_m_s,ALL,42,0.5800680452455268
middle,47,autonomous,velocity_rmse_m_s,Sep17,17,0.5929433040404793
middle,47,autonomous,velocity_rmse_m_s,Sep17,23,0.5969622667033001
middle,47,autonomous,velocity_rmse_m_s,Sep17,42,0.5918473078412831
middle,47,autonomous,velocity_rmse_m_s,Sep7,17,0.567171946564014
middle,47,autonomous,velocity_rmse_m_s,Sep7,23,0.5748016388014119
middle,47,autonomous,velocity_rmse_m_s,Sep7,42,0.5695975896048545
middle,48,autonomous,attitude_error_deg,ALL,17,6.585785634015951
middle,48,autonomous,attitude_error_deg,ALL,23,6.305595218539767
middle,48,autonomous,attitude_error_deg,ALL,42,6.627191186096366
middle,48,autonomous,attitude_error_deg,Sep17,17,7.263489501579368
middle,48,autonomous,attitude_error_deg,Sep17,23,6.713419930750012
middle,48,autonomous,attitude_error_deg,Sep17,42,7.440363381814002
middle,48,autonomous,attitude_error_deg,Sep7,17,5.983382196181803
middle,48,autonomous,attitude_error_deg,Sep7,23,5.943084363241771
middle,48,autonomous,attitude_error_deg,Sep7,42,5.904371456569578
middle,48,autonomous,body_rate_rmse_rad_s,ALL,17,0.623421083963826
middle,48,autonomous,body_rate_rmse_rad_s,ALL,23,0.6300738317245552
middle,48,autonomous,body_rate_rmse_rad_s,ALL,42,0.6102860034495297
middle,48,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6105298834752365
middle,48,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6293998530298535
middle,48,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5987590601172126
middle,48,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6348799288425724
middle,48,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6306729238976234
middle,48,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6205321753004781
middle,48,autonomous,position_rmse_m,ALL,17,0.4202222761207864
middle,48,autonomous,position_rmse_m,ALL,23,0.42360358555590877
middle,48,autonomous,position_rmse_m,ALL,42,0.41531507538011747
middle,48,autonomous,position_rmse_m,Sep17,17,0.29722680925349243
middle,48,autonomous,position_rmse_m,Sep17,23,0.3112294485118167
middle,48,autonomous,position_rmse_m,Sep17,42,0.2950594579662214
middle,48,autonomous,position_rmse_m,Sep7,17,0.5295515800028254
middle,48,autonomous,position_rmse_m,Sep7,23,0.5234917073728794
middle,48,autonomous,position_rmse_m,Sep7,42,0.522208957525803
middle,48,autonomous,velocity_rmse_m_s,ALL,17,0.592163304440352
middle,48,autonomous,velocity_rmse_m_s,ALL,23,0.5969284854318142
middle,48,autonomous,velocity_rmse_m_s,ALL,42,0.5941501889921502
middle,48,autonomous,velocity_rmse_m_s,Sep17,17,0.6062183992821614
middle,48,autonomous,velocity_rmse_m_s,Sep17,23,0.6067468859607325
middle,48,autonomous,velocity_rmse_m_s,Sep17,42,0.6062456266624116
middle,48,autonomous,velocity_rmse_m_s,Sep7,17,0.579669886803188
middle,48,autonomous,velocity_rmse_m_s,Sep7,23,0.588201018294998
middle,48,autonomous,velocity_rmse_m_s,Sep7,42,0.5833986888408069
middle,49,autonomous,attitude_error_deg,ALL,17,6.697869613363858
middle,49,autonomous,attitude_error_deg,ALL,23,6.402180214161453
