condition,metric,horizon,kind,group,cohort,seed,value
synchronized,rate_rad_s,1s,endpoint,ALL,Sep7,42,0.5894361348826194
synchronized,rate_rad_s,1s,endpoint,high,ALL,17,0.6335427870563357
synchronized,rate_rad_s,1s,endpoint,high,ALL,23,0.6385990948284658
synchronized,rate_rad_s,1s,endpoint,high,ALL,42,0.62132492885068
synchronized,rate_rad_s,1s,endpoint,high,Sep17,17,0.6177768869185367
synchronized,rate_rad_s,1s,endpoint,high,Sep17,23,0.636595083029469
synchronized,rate_rad_s,1s,endpoint,high,Sep17,42,0.6170433390150034
synchronized,rate_rad_s,1s,endpoint,high,Sep7,17,0.647556920512157
synchronized,rate_rad_s,1s,endpoint,high,Sep7,23,0.6403804386497963
synchronized,rate_rad_s,1s,endpoint,high,Sep7,42,0.6251307864823925
synchronized,rate_rad_s,1s,endpoint,low,ALL,17,0.5502801648966029
synchronized,rate_rad_s,1s,endpoint,low,ALL,23,0.5680153878457855
synchronized,rate_rad_s,1s,endpoint,low,ALL,42,0.5529739043009294
synchronized,rate_rad_s,1s,endpoint,low,Sep17,17,0.5517233329206487
synchronized,rate_rad_s,1s,endpoint,low,Sep17,23,0.57800159937226
synchronized,rate_rad_s,1s,endpoint,low,Sep17,42,0.5485678541879373
synchronized,rate_rad_s,1s,endpoint,low,Sep7,17,0.5489973488752288
synchronized,rate_rad_s,1s,endpoint,low,Sep7,23,0.5591387553778081
synchronized,rate_rad_s,1s,endpoint,low,Sep7,42,0.5568903932902557
synchronized,rate_rad_s,1s,endpoint,middle,ALL,17,0.5820333986673624
synchronized,rate_rad_s,1s,endpoint,middle,ALL,23,0.5860765231083982
synchronized,rate_rad_s,1s,endpoint,middle,ALL,42,0.5764483308309907
synchronized,rate_rad_s,1s,endpoint,middle,Sep17,17,0.5603440867520108
synchronized,rate_rad_s,1s,endpoint,middle,Sep17,23,0.5691168936970354
synchronized,rate_rad_s,1s,endpoint,middle,Sep17,42,0.5544277385950633
synchronized,rate_rad_s,1s,endpoint,middle,Sep7,17,0.601312787036564
synchronized,rate_rad_s,1s,endpoint,middle,Sep7,23,0.6011517492518316
synchronized,rate_rad_s,1s,endpoint,middle,Sep7,42,0.5960221905962594
synchronized,rate_rad_s,200ms,endpoint,ALL,ALL,17,0.5340919065765483
synchronized,rate_rad_s,200ms,endpoint,ALL,ALL,23,0.5355211876842737
synchronized,rate_rad_s,200ms,endpoint,ALL,ALL,42,0.5372368051215379
synchronized,rate_rad_s,200ms,endpoint,ALL,Sep17,17,0.5084010854390324
synchronized,rate_rad_s,200ms,endpoint,ALL,Sep17,23,0.5060767289161033
synchronized,rate_rad_s,200ms,endpoint,ALL,Sep17,42,0.5092846348195419
synchronized,rate_rad_s,200ms,endpoint,ALL,Sep7,17,0.556928192032118
synchronized,rate_rad_s,200ms,endpoint,ALL,Sep7,23,0.5616940399226474
synchronized,rate_rad_s,200ms,endpoint,ALL,Sep7,42,0.5620831787233121
synchronized,rate_rad_s,200ms,endpoint,high,ALL,17,0.5638875277942341
synchronized,rate_rad_s,200ms,endpoint,high,ALL,23,0.5648501945125375
synchronized,rate_rad_s,200ms,endpoint,high,ALL,42,0.5734857901642497
synchronized,rate_rad_s,200ms,endpoint,high,Sep17,17,0.5726851713520498
synchronized,rate_rad_s,200ms,endpoint,high,Sep17,23,0.5787461064676043
synchronized,rate_rad_s,200ms,endpoint,high,Sep17,42,0.5904872469649255
synchronized,rate_rad_s,200ms,endpoint,high,Sep7,17,0.556067400187287
synchronized,rate_rad_s,200ms,endpoint,high,Sep7,23,0.5524982727747004
synchronized,rate_rad_s,200ms,endpoint,high,Sep7,42,0.5583733841192047
synchronized,rate_rad_s,200ms,endpoint,low,ALL,17,0.5213640871294072
synchronized,rate_rad_s,200ms,endpoint,low,ALL,23,0.5214282091694127
synchronized,rate_rad_s,200ms,endpoint,low,ALL,42,0.5208590665319599
synchronized,rate_rad_s,200ms,endpoint,low,Sep17,17,0.5007394447004921
synchronized,rate_rad_s,200ms,endpoint,low,Sep17,23,0.4996818778288783
synchronized,rate_rad_s,200ms,endpoint,low,Sep17,42,0.4945682463686437
synchronized,rate_rad_s,200ms,endpoint,low,Sep7,17,0.5396971026217762
synchronized,rate_rad_s,200ms,endpoint,low,Sep7,23,0.54075828147211
synchronized,rate_rad_s,200ms,endpoint,low,Sep7,42,0.5442286844549078
synchronized,rate_rad_s,200ms,endpoint,middle,ALL,17,0.5186590315810692
synchronized,rate_rad_s,200ms,endpoint,middle,ALL,23,0.5246602455518431
synchronized,rate_rad_s,200ms,endpoint,middle,ALL,42,0.520467362689843
synchronized,rate_rad_s,200ms,endpoint,middle,Sep17,17,0.47386788170678074
synchronized,rate_rad_s,200ms,endpoint,middle,Sep17,23,0.467269715322559
synchronized,rate_rad_s,200ms,endpoint,middle,Sep17,42,0.4685782473315347
synchronized,rate_rad_s,200ms,endpoint,middle,Sep7,17,0.5584733870248813
synchronized,rate_rad_s,200ms,endpoint,middle,Sep7,23,0.5756740502000957
synchronized,rate_rad_s,200ms,endpoint,middle,Sep7,42,0.5665910207861169
synchronized,rate_rad_s,500_1000ms,interval,ALL,ALL,17,0.5669446523129933
synchronized,rate_rad_s,500_1000ms,interval,ALL,ALL,23,0.5659148698490966
synchronized,rate_rad_s,500_1000ms,interval,ALL,ALL,42,0.5667840037590878
synchronized,rate_rad_s,500_1000ms,interval,ALL,Sep17,17,0.5587475964386812
synchronized,rate_rad_s,500_1000ms,interval,ALL,Sep17,23,0.5582450207989994
synchronized,rate_rad_s,500_1000ms,interval,ALL,Sep17,42,0.5549817719933916
synchronized,rate_rad_s,500_1000ms,interval,ALL,Sep7,17,0.5742309242012708
synchronized,rate_rad_s,500_1000ms,interval,ALL,Sep7,23,0.5727325134491829
synchronized,rate_rad_s,500_1000ms,interval,ALL,Sep7,42,0.5772748764397064
synchronized,rate_rad_s,500_1000ms,interval,high,ALL,17,0.6200887119116074
synchronized,rate_rad_s,500_1000ms,interval,high,ALL,23,0.6197336879349655
synchronized,rate_rad_s,500_1000ms,interval,high,ALL,42,0.6205961314684459
synchronized,rate_rad_s,500_1000ms,interval,high,Sep17,17,0.6233125224868039
synchronized,rate_rad_s,500_1000ms,interval,high,Sep17,23,0.6263312957773645
synchronized,rate_rad_s,500_1000ms,interval,high,Sep17,42,0.6217497420377814
synchronized,rate_rad_s,500_1000ms,interval,high,Sep7,17,0.6172231025114328
synchronized,rate_rad_s,500_1000ms,interval,high,Sep7,23,0.6138691476306108
synchronized,rate_rad_s,500_1000ms,interval,high,Sep7,42,0.6195706998512588
synchronized,rate_rad_s,500_1000ms,interval,low,ALL,17,0.5418003700232464
synchronized,rate_rad_s,500_1000ms,interval,low,ALL,23,0.5425817980146173
synchronized,rate_rad_s,500_1000ms,interval,low,ALL,42,0.5423322122178666
synchronized,rate_rad_s,500_1000ms,interval,low,Sep17,17,0.5281722326980386
synchronized,rate_rad_s,500_1000ms,interval,low,Sep17,23,0.5292465310862169
synchronized,rate_rad_s,500_1000ms,interval,low,Sep17,42,0.5226871612080727
synchronized,rate_rad_s,500_1000ms,interval,low,Sep7,17,0.5539142698678755
synchronized,rate_rad_s,500_1000ms,interval,low,Sep7,23,0.5544353686176398
synchronized,rate_rad_s,500_1000ms,interval,low,Sep7,42,0.5597944797821279
synchronized,rate_rad_s,500_1000ms,interval,middle,ALL,17,0.5624402146719033
synchronized,rate_rad_s,500_1000ms,interval,middle,ALL,23,0.5602822506049259
synchronized,rate_rad_s,500_1000ms,interval,middle,ALL,42,0.5602828883946609
synchronized,rate_rad_s,500_1000ms,interval,middle,Sep17,17,0.5392404812541878
synchronized,rate_rad_s,500_1000ms,interval,middle,Sep17,23,0.537341664637751
synchronized,rate_rad_s,500_1000ms,interval,middle,Sep17,42,0.5347045547431518
synchronized,rate_rad_s,500_1000ms,interval,middle,Sep7,17,0.583062199932095
synchronized,rate_rad_s,500_1000ms,interval,middle,Sep7,23,0.5806738825757479
synchronized,rate_rad_s,500_1000ms,interval,middle,Sep7,42,0.58301918497378
synchronized,rate_rad_s,500ms,endpoint,ALL,ALL,17,0.554760178743669
synchronized,rate_rad_s,500ms,endpoint,ALL,ALL,23,0.5477027976404714
synchronized,rate_rad_s,500ms,endpoint,ALL,ALL,42,0.5524815735389168
synchronized,rate_rad_s,500ms,endpoint,ALL,Sep17,17,0.5287094266393445
synchronized,rate_rad_s,500ms,endpoint,ALL,Sep17,23,0.5237288921713795
synchronized,rate_rad_s,500ms,endpoint,ALL,Sep17,42,0.5255314669825284
synchronized,rate_rad_s,500ms,endpoint,ALL,Sep7,17,0.5779164028364019
synchronized,rate_rad_s,500ms,endpoint,ALL,Sep7,23,0.5690129358352198
synchronized,rate_rad_s,500ms,endpoint,ALL,Sep7,42,0.5764372238112622
synchronized,rate_rad_s,500ms,endpoint,high,ALL,17,0.6158531544144733
synchronized,rate_rad_s,500ms,endpoint,high,ALL,23,0.6070606954902457
synchronized,rate_rad_s,500ms,endpoint,high,ALL,42,0.6197774146845428
synchronized,rate_rad_s,500ms,endpoint,high,Sep17,17,0.5978581675665379
synchronized,rate_rad_s,500ms,endpoint,high,Sep17,23,0.5933120610187935
synchronized,rate_rad_s,500ms,endpoint,high,Sep17,42,0.5988263294821148
synchronized,rate_rad_s,500ms,endpoint,high,Sep7,17,0.6318486982793048
synchronized,rate_rad_s,500ms,endpoint,high,Sep7,23,0.6192817039093144
synchronized,rate_rad_s,500ms,endpoint,high,Sep7,42,0.6384006015311456
synchronized,rate_rad_s,500ms,endpoint,low,ALL,17,0.5278229436657835
synchronized,rate_rad_s,500ms,endpoint,low,ALL,23,0.5183160882145955
synchronized,rate_rad_s,500ms,endpoint,low,ALL,42,0.5237453390068872
synchronized,rate_rad_s,500ms,endpoint,low,Sep17,17,0.48849866933863506
synchronized,rate_rad_s,500ms,endpoint,low,Sep17,23,0.4825332459217192
synchronized,rate_rad_s,500ms,endpoint,low,Sep17,42,0.48253196935645437
synchronized,rate_rad_s,500ms,endpoint,low,Sep7,17,0.5627778541788044
synchronized,rate_rad_s,500ms,endpoint,low,Sep7,23,0.5501230591415966
synchronized,rate_rad_s,500ms,endpoint,low,Sep7,42,0.5603794453628275
synchronized,rate_rad_s,500ms,endpoint,middle,ALL,17,0.5351217488372414
synchronized,rate_rad_s,500ms,endpoint,middle,ALL,23,0.5304999732365819
synchronized,rate_rad_s,500ms,endpoint,middle,ALL,42,0.5299404985143878
synchronized,rate_rad_s,500ms,endpoint,middle,Sep17,17,0.5076373893422671
synchronized,rate_rad_s,500ms,endpoint,middle,Sep17,23,0.5031550493531326
synchronized,rate_rad_s,500ms,endpoint,middle,Sep17,42,0.5027624147493638
synchronized,rate_rad_s,500ms,endpoint,middle,Sep7,17,0.5595522906105519
synchronized,rate_rad_s,500ms,endpoint,middle,Sep7,23,0.5548065722440925
synchronized,rate_rad_s,500ms,endpoint,middle,Sep7,42,0.5540987951944093
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,ALL,17,0.27871586696829176
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,ALL,23,0.2751808851314095
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,ALL,42,0.2814929293500328
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,Sep17,17,0.27615137755539176
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,Sep17,23,0.2710312855779604
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,Sep17,42,0.2785388429521328
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,Sep7,17,0.2809954131130918
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,Sep7,23,0.2788694180678086
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,Sep7,42,0.2841187839259438
synchronized_lowpass,p_rad_s,0_500ms,interval,high,ALL,17,0.31725391771660477
synchronized_lowpass,p_rad_s,0_500ms,interval,high,ALL,23,0.3151675767798367
synchronized_lowpass,p_rad_s,0_500ms,interval,high,ALL,42,0.3203595654536957
synchronized_lowpass,p_rad_s,0_500ms,interval,high,Sep17,17,0.32312769482193987
synchronized_lowpass,p_rad_s,0_500ms,interval,high,Sep17,23,0.3244392194885999
synchronized_lowpass,p_rad_s,0_500ms,interval,high,Sep17,42,0.33025450679235235
synchronized_lowpass,p_rad_s,0_500ms,interval,high,Sep7,17,0.3120327825118625
synchronized_lowpass,p_rad_s,0_500ms,interval,high,Sep7,23,0.3069261165942695
synchronized_lowpass,p_rad_s,0_500ms,interval,high,Sep7,42,0.3115640620415564
synchronized_lowpass,p_rad_s,0_500ms,interval,low,ALL,17,0.257513066050967
synchronized_lowpass,p_rad_s,0_500ms,interval,low,ALL,23,0.25333846193179294
synchronized_lowpass,p_rad_s,0_500ms,interval,low,ALL,42,0.26042471019971997
synchronized_lowpass,p_rad_s,0_500ms,interval,low,Sep17,17,0.2456120390305538
synchronized_lowpass,p_rad_s,0_500ms,interval,low,Sep17,23,0.23960413091099095
synchronized_lowpass,p_rad_s,0_500ms,interval,low,Sep17,42,0.24588733769585436
synchronized_lowpass,p_rad_s,0_500ms,interval,low,Sep7,17,0.2680917567357788
synchronized_lowpass,p_rad_s,0_500ms,interval,low,Sep7,23,0.2655467561725058
synchronized_lowpass,p_rad_s,0_500ms,interval,low,Sep7,42,0.273346819092045
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,ALL,17,0.27577010412025704
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,ALL,23,0.2718200438009059
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,ALL,42,0.27725822295468133
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,Sep17,17,0.26405053939995743
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,Sep17,23,0.2559269571874581
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,Sep17,42,0.26510290098193007
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,Sep7,17,0.28618749498274565
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,Sep7,23,0.2859472319017484
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,Sep7,42,0.28806295359712686
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,ALL,17,0.2599053249263969
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,ALL,23,0.25522596687319193
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,ALL,42,0.26340031047425844
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,Sep17,17,0.25485855843289545
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,Sep17,23,0.2475566893126669
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,Sep17,42,0.2583069820215981
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,Sep7,17,0.264391339587287
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,Sep7,23,0.2620431024825475
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,Sep7,42,0.26792771354328987
synchronized_lowpass,p_rad_s,100ms,endpoint,high,ALL,17,0.2919624574524642
synchronized_lowpass,p_rad_s,100ms,endpoint,high,ALL,23,0.280551318902045
synchronized_lowpass,p_rad_s,100ms,endpoint,high,ALL,42,0.29602156797252743
synchronized_lowpass,p_rad_s,100ms,endpoint,high,Sep17,17,0.2885398630622603
synchronized_lowpass,p_rad_s,100ms,endpoint,high,Sep17,23,0.282701502272662
synchronized_lowpass,p_rad_s,100ms,endpoint,high,Sep17,42,0.29642376526193104
synchronized_lowpass,p_rad_s,100ms,endpoint,high,Sep7,17,0.2950047635770898
synchronized_lowpass,p_rad_s,100ms,endpoint,high,Sep7,23,0.27864004479482996
synchronized_lowpass,p_rad_s,100ms,endpoint,high,Sep7,42,0.2956640592708353
synchronized_lowpass,p_rad_s,100ms,endpoint,low,ALL,17,0.23732677641100305
synchronized_lowpass,p_rad_s,100ms,endpoint,low,ALL,23,0.24250015654896492
synchronized_lowpass,p_rad_s,100ms,endpoint,low,ALL,42,0.24156497754631032
synchronized_lowpass,p_rad_s,100ms,endpoint,low,Sep17,17,0.21699938566215432
synchronized_lowpass,p_rad_s,100ms,endpoint,low,Sep17,23,0.22846553279464363
synchronized_lowpass,p_rad_s,100ms,endpoint,low,Sep17,42,0.22314599407774816
synchronized_lowpass,p_rad_s,100ms,endpoint,low,Sep7,17,0.25539556818775744
synchronized_lowpass,p_rad_s,100ms,endpoint,low,Sep7,23,0.2549753776639172
synchronized_lowpass,p_rad_s,100ms,endpoint,low,Sep7,42,0.25793740729614334
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,ALL,17,0.2553070564215257
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,ALL,23,0.2521272038857365
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,ALL,42,0.2590001574204019
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,Sep17,17,0.24954200879732444
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,Sep17,23,0.23759689303666157
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,Sep17,42,0.25112073490622844
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,Sep7,17,0.2604315431985934
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,Sep7,23,0.26504303575158095
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,Sep7,42,0.26600408854411156
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,ALL,17,0.2906870331534269
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,ALL,23,0.28756180338498905
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,ALL,42,0.2933310280416693
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,Sep17,17,0.30302506327187595
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,Sep17,23,0.2968030848775335
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,Sep17,42,0.302835888461284
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,Sep7,17,0.2797198952703611
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,Sep7,23,0.27934733094717173
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,Sep7,42,0.284882263224234
synchronized_lowpass,p_rad_s,1s,endpoint,high,ALL,17,0.3217057090394545
synchronized_lowpass,p_rad_s,1s,endpoint,high,ALL,23,0.31005291964031745
synchronized_lowpass,p_rad_s,1s,endpoint,high,ALL,42,0.32392096500233114
synchronized_lowpass,p_rad_s,1s,endpoint,high,Sep17,17,0.3451145059219079
synchronized_lowpass,p_rad_s,1s,endpoint,high,Sep17,23,0.33823871324144733
synchronized_lowpass,p_rad_s,1s,endpoint,high,Sep17,42,0.3402012548547405
synchronized_lowpass,p_rad_s,1s,endpoint,high,Sep7,17,0.3008978895883848
synchronized_lowpass,p_rad_s,1s,endpoint,high,Sep7,23,0.2849988808837576
synchronized_lowpass,p_rad_s,1s,endpoint,high,Sep7,42,0.3094495962446338
synchronized_lowpass,p_rad_s,1s,endpoint,low,ALL,17,0.2683925855765019
synchronized_lowpass,p_rad_s,1s,endpoint,low,ALL,23,0.26505639557512906
synchronized_lowpass,p_rad_s,1s,endpoint,low,ALL,42,0.2706422443538444
synchronized_lowpass,p_rad_s,1s,endpoint,low,Sep17,17,0.2786924932517797
synchronized_lowpass,p_rad_s,1s,endpoint,low,Sep17,23,0.2695770663532613
synchronized_lowpass,p_rad_s,1s,endpoint,low,Sep17,42,0.27361610040702816
synchronized_lowpass,p_rad_s,1s,endpoint,low,Sep7,17,0.25923711208736616
synchronized_lowpass,p_rad_s,1s,endpoint,low,Sep7,23,0.26103802155012273
synchronized_lowpass,p_rad_s,1s,endpoint,low,Sep7,42,0.2679988167510143
synchronized_lowpass,p_rad_s,1s,endpoint,middle,ALL,17,0.2884146930409012
synchronized_lowpass,p_rad_s,1s,endpoint,middle,ALL,23,0.2885952997493173
synchronized_lowpass,p_rad_s,1s,endpoint,middle,ALL,42,0.29124551324425246
synchronized_lowpass,p_rad_s,1s,endpoint,middle,Sep17,17,0.28857804274903454
synchronized_lowpass,p_rad_s,1s,endpoint,middle,Sep17,23,0.2858836744485793
synchronized_lowpass,p_rad_s,1s,endpoint,middle,Sep17,42,0.2926806436220875
synchronized_lowpass,p_rad_s,1s,endpoint,middle,Sep7,17,0.2882694933003383
synchronized_lowpass,p_rad_s,1s,endpoint,middle,Sep7,23,0.2910056333499732
synchronized_lowpass,p_rad_s,1s,endpoint,middle,Sep7,42,0.289969841797288
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,ALL,17,0.2761592363667577
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,ALL,23,0.27148789601821055
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,ALL,42,0.2802695983697534
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,Sep17,17,0.2670267618516038
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,Sep17,23,0.2600623287163218
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,Sep17,42,0.26650080555464617
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,Sep7,17,0.28427699149133895
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,Sep7,23,0.28164395584211166
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,Sep7,42,0.29250852531651533
synchronized_lowpass,p_rad_s,200ms,endpoint,high,ALL,17,0.3178174854516377
synchronized_lowpass,p_rad_s,200ms,endpoint,high,ALL,23,0.31108157089005983
synchronized_lowpass,p_rad_s,200ms,endpoint,high,ALL,42,0.3164807720564801
synchronized_lowpass,p_rad_s,200ms,endpoint,high,Sep17,17,0.32467305982496836
synchronized_lowpass,p_rad_s,200ms,endpoint,high,Sep17,23,0.3260248453340525
synchronized_lowpass,p_rad_s,200ms,endpoint,high,Sep17,42,0.32066944376026557
synchronized_lowpass,p_rad_s,200ms,endpoint,high,Sep7,17,0.31172364156423266
synchronized_lowpass,p_rad_s,200ms,endpoint,high,Sep7,23,0.2977986602731775
synchronized_lowpass,p_rad_s,200ms,endpoint,high,Sep7,42,0.31275750831978194
synchronized_lowpass,p_rad_s,200ms,endpoint,low,ALL,17,0.2490283049668168
synchronized_lowpass,p_rad_s,200ms,endpoint,low,ALL,23,0.24646906094610332
synchronized_lowpass,p_rad_s,200ms,endpoint,low,ALL,42,0.2570590804977818
synchronized_lowpass,p_rad_s,200ms,endpoint,low,Sep17,17,0.22188107646019725
synchronized_lowpass,p_rad_s,200ms,endpoint,low,Sep17,23,0.219580208379471
synchronized_lowpass,p_rad_s,200ms,endpoint,low,Sep17,42,0.22529707717780936
synchronized_lowpass,p_rad_s,200ms,endpoint,low,Sep7,17,0.27315917475047863
synchronized_lowpass,p_rad_s,200ms,endpoint,low,Sep7,23,0.2703702632275543
synchronized_lowpass,p_rad_s,200ms,endpoint,low,Sep7,42,0.28529197233775727
synchronized_lowpass,p_rad_s,200ms,endpoint,middle,ALL,17,0.26894834024941544
synchronized_lowpass,p_rad_s,200ms,endpoint,middle,ALL,23,0.26444550843135906
synchronized_lowpass,p_rad_s,200ms,endpoint,middle,ALL,42,0.27210444392472394
synchronized_lowpass,p_rad_s,200ms,endpoint,middle,Sep17,17,0.25307070012691035
synchronized_lowpass,p_rad_s,200ms,endpoint,middle,Sep17,23,0.2396410978732662
