split,scope,representation,k,target,signal,radius,n_queries,conditional_variance_ratio
validation,train_only,history5,20,D1_lp6,angular,0.25,0,
validation,train_only,history5,20,D1_lp6,linear,0.5,10,0.44941304854258
validation,train_only,history5,20,D1_lp6,angular,0.5,10,0.35657833016421775
validation,train_only,history5,20,D1_lp6,linear,1.0,992,0.6267732988422309
validation,train_only,history5,20,D1_lp6,angular,1.0,992,0.41948953831230895
validation,train_only,history5,20,increment2,linear,0.25,0,
validation,train_only,history5,20,increment2,angular,0.25,0,
validation,train_only,history5,20,increment2,linear,0.5,10,0.49801532924423625
validation,train_only,history5,20,increment2,angular,0.5,10,0.3444472206287246
validation,train_only,history5,20,increment2,linear,1.0,992,0.6286896877399218
validation,train_only,history5,20,increment2,angular,1.0,992,0.5282570746611025
validation,train_only,instant,5,D0_raw,linear,0.25,0,
validation,train_only,instant,5,D0_raw,angular,0.25,0,
validation,train_only,instant,5,D0_raw,linear,0.5,639,0.7195368219850442
validation,train_only,instant,5,D0_raw,angular,0.5,639,0.5343007741100844
validation,train_only,instant,5,D0_raw,linear,1.0,999,0.7719576029339186
validation,train_only,instant,5,D0_raw,angular,1.0,999,0.5851469962766758
validation,train_only,instant,5,D1_lp6,linear,0.25,0,
validation,train_only,instant,5,D1_lp6,angular,0.25,0,
validation,train_only,instant,5,D1_lp6,linear,0.5,639,0.7584252157866004
validation,train_only,instant,5,D1_lp6,angular,0.5,639,0.4667869210824972
validation,train_only,instant,5,D1_lp6,linear,1.0,999,0.7994992840985492
validation,train_only,instant,5,D1_lp6,angular,1.0,999,0.5051046927638841
validation,train_only,instant,5,increment2,linear,0.25,0,
validation,train_only,instant,5,increment2,angular,0.25,0,
validation,train_only,instant,5,increment2,linear,0.5,639,0.7288456766094373
validation,train_only,instant,5,increment2,angular,0.5,639,0.4234732825204704
validation,train_only,instant,5,increment2,linear,1.0,999,0.7866311512577026
validation,train_only,instant,5,increment2,angular,1.0,999,0.4633857979024492
validation,train_only,instant,20,D0_raw,linear,0.25,0,
validation,train_only,instant,20,D0_raw,angular,0.25,0,
validation,train_only,instant,20,D0_raw,linear,0.5,384,0.7496406122160861
validation,train_only,instant,20,D0_raw,angular,0.5,384,0.5388023970258763
validation,train_only,instant,20,D0_raw,linear,1.0,994,0.7903020389529364
validation,train_only,instant,20,D0_raw,angular,1.0,994,0.6084530294019366
validation,train_only,instant,20,D1_lp6,linear,0.25,0,
validation,train_only,instant,20,D1_lp6,angular,0.25,0,
validation,train_only,instant,20,D1_lp6,linear,0.5,384,0.7897869136474265
validation,train_only,instant,20,D1_lp6,angular,0.5,384,0.5059362169356757
validation,train_only,instant,20,D1_lp6,linear,1.0,994,0.8195934567734883
validation,train_only,instant,20,D1_lp6,angular,1.0,994,0.5352311214443287
validation,train_only,instant,20,increment2,linear,0.25,0,
validation,train_only,instant,20,increment2,angular,0.25,0,
validation,train_only,instant,20,increment2,linear,0.5,384,0.7369067760410882
validation,train_only,instant,20,increment2,angular,0.5,384,0.4577983470915401
validation,train_only,instant,20,increment2,linear,1.0,994,0.791456105394568
validation,train_only,instant,20,increment2,angular,1.0,994,0.49741892387899017
