partition,channel,subset,flight_id,n_windows,positive,negative,n_nonoverlap,nonoverlap_positive,nonoverlap_negative
Sep8,rudder,high,2026.9.8/log_2_2026-9-8-05-56-46.ulg,25,10,15,25,10,15
Sep8,rudder,high,2026.9.8/log_4_2026-9-8-06-38-56.ulg,23,7,16,23,7,16
Sep8,rudder,high,2026.9.8/log_6_2026-9-8-06-46-18.ulg,31,15,16,31,15,16
Sep8,rudder,high,2026.9.8/log_7_2026-9-8-06-55-26.ulg,29,14,15,29,14,15
Sep8,rudder,isolated,2026.9.8/log_2_2026-9-8-05-56-46.ulg,1,1,0,1,1,0
Sep8,rudder,isolated,2026.9.8/log_4_2026-9-8-06-38-56.ulg,2,2,0,2,2,0
Sep8,rudder,isolated_one_direction,2026.9.8/log_2_2026-9-8-05-56-46.ulg,1,1,0,1,1,0
Sep8,rudder,isolated_one_direction,2026.9.8/log_4_2026-9-8-06-38-56.ulg,2,2,0,2,2,0
Sep19,drive,high,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,54,23,31,54,23,31
Sep19,drive,high,9.19-2数据/log_1_2026-9-19-14-40-12.ulg,63,31,32,63,31,32
Sep19,drive,high,9.19-2数据/log_3_2026-9-19-14-56-32.ulg,54,25,29,54,25,29
Sep19,drive,high,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,55,29,26,55,29,26
Sep19,drive,high,9.19-2数据/log_5_2026-9-19-15-23-48.ulg,44,22,22,44,22,22
Sep19,drive,high,9.19-2数据/log_6_2026-9-19-15-28-00.ulg,5,3,2,5,3,2
Sep19,drive,high,9.19-2数据/log_7_2026-9-19-15-39-08.ulg,61,30,31,61,30,31
Sep19,drive,high,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,54,29,25,54,29,25
Sep19,drive,high,9.19-3数据/log_0_2026-9-19-17-14-26.ulg,40,19,21,40,19,21
Sep19,drive,high,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,44,26,18,44,26,18
Sep19,drive,high,9.19-3数据/log_2_2026-9-19-17-26-42.ulg,54,25,29,54,25,29
Sep19,drive,high,9.19-3数据/log_3_2026-9-19-17-38-46.ulg,45,22,23,45,22,23
Sep19,drive,high,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,45,19,26,45,19,26
Sep19,drive,high,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,58,30,28,58,30,28
Sep19,drive,high,9.19-3数据/log_9_2026-9-19-17-05-08.ulg,47,22,25,47,22,25
Sep19,drive,high,9.19数据/log_0_2026-9-19-05-53-40.ulg,62,32,30,62,32,30
Sep19,drive,high,9.19数据/log_1_2026-9-19-06-01-30.ulg,69,37,32,69,37,32
Sep19,drive,high,9.19数据/log_2_2026-9-19-06-07-52.ulg,56,29,27,56,29,27
Sep19,drive,high,9.19数据/log_3_2026-9-19-06-14-30.ulg,76,36,40,76,36,40
Sep19,drive,high,9.19数据/log_4_2026-9-19-06-19-40.ulg,72,40,32,72,40,32
Sep19,drive,high,9.19数据/log_5_2026-9-19-06-26-44.ulg,64,32,32,64,32,32
Sep19,drive,high,9.19数据/log_6_2026-9-19-06-31-46.ulg,55,22,33,55,22,33
Sep19,drive,isolated,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,3,2,1,3,2,1
Sep19,drive,isolated,9.19-2数据/log_3_2026-9-19-14-56-32.ulg,1,1,0,1,1,0
Sep19,drive,isolated,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,3,1,2,3,1,2
Sep19,drive,isolated,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,2,1,1,2,1,1
Sep19,drive,isolated,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,2,1,1,2,1,1
Sep19,drive,isolated,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,6,1,5,6,1,5
Sep19,drive,isolated,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,2,1,1,2,1,1
Sep19,drive,isolated,9.19-3数据/log_9_2026-9-19-17-05-08.ulg,1,1,0,1,1,0
Sep19,drive,isolated,9.19数据/log_3_2026-9-19-06-14-30.ulg,1,1,0,1,1,0
Sep19,drive,isolated,9.19数据/log_4_2026-9-19-06-19-40.ulg,1,0,1,1,0,1
Sep19,drive,isolated,9.19数据/log_5_2026-9-19-06-26-44.ulg,1,0,1,1,0,1
Sep19,drive,isolated,9.19数据/log_6_2026-9-19-06-31-46.ulg,1,0,1,1,0,1
Sep19,drive,isolated_one_direction,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,3,2,1,3,2,1
Sep19,drive,isolated_one_direction,9.19-2数据/log_3_2026-9-19-14-56-32.ulg,1,1,0,1,1,0
Sep19,drive,isolated_one_direction,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,2,1,1,2,1,1
Sep19,drive,isolated_one_direction,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,2,1,1,2,1,1
Sep19,drive,isolated_one_direction,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,2,1,1,2,1,1
Sep19,drive,isolated_one_direction,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,6,1,5,6,1,5
Sep19,drive,isolated_one_direction,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,2,1,1,2,1,1
Sep19,drive,isolated_one_direction,9.19-3数据/log_9_2026-9-19-17-05-08.ulg,1,1,0,1,1,0
Sep19,drive,isolated_one_direction,9.19数据/log_3_2026-9-19-06-14-30.ulg,1,1,0,1,1,0
Sep19,drive,isolated_one_direction,9.19数据/log_4_2026-9-19-06-19-40.ulg,1,0,1,1,0,1
Sep19,drive,isolated_one_direction,9.19数据/log_5_2026-9-19-06-26-44.ulg,1,0,1,1,0,1
Sep19,drive,isolated_one_direction,9.19数据/log_6_2026-9-19-06-31-46.ulg,1,0,1,1,0,1
Sep19,common,high,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,30,16,14,30,16,14
Sep19,common,high,9.19-2数据/log_1_2026-9-19-14-40-12.ulg,36,19,17,36,19,17
Sep19,common,high,9.19-2数据/log_3_2026-9-19-14-56-32.ulg,37,18,19,37,18,19
Sep19,common,high,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,30,20,10,30,20,10
Sep19,common,high,9.19-2数据/log_5_2026-9-19-15-23-48.ulg,32,14,18,32,14,18
Sep19,common,high,9.19-2数据/log_6_2026-9-19-15-28-00.ulg,30,15,15,30,15,15
Sep19,common,high,9.19-2数据/log_7_2026-9-19-15-39-08.ulg,31,19,12,31,19,12
Sep19,common,high,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,37,19,18,37,19,18
Sep19,common,high,9.19-3数据/log_0_2026-9-19-17-14-26.ulg,37,22,15,37,22,15
Sep19,common,high,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,30,12,18,30,12,18
Sep19,common,high,9.19-3数据/log_2_2026-9-19-17-26-42.ulg,29,11,18,29,11,18
Sep19,common,high,9.19-3数据/log_3_2026-9-19-17-38-46.ulg,25,16,9,25,16,9
Sep19,common,high,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,13,8,5,13,8,5
Sep19,common,high,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,27,12,15,27,12,15
Sep19,common,high,9.19-3数据/log_9_2026-9-19-17-05-08.ulg,32,21,11,32,21,11
Sep19,common,high,9.19数据/log_0_2026-9-19-05-53-40.ulg,54,24,30,54,24,30
Sep19,common,high,9.19数据/log_1_2026-9-19-06-01-30.ulg,60,28,32,60,28,32
Sep19,common,high,9.19数据/log_2_2026-9-19-06-07-52.ulg,36,16,20,36,16,20
Sep19,common,high,9.19数据/log_3_2026-9-19-06-14-30.ulg,53,28,25,53,28,25
Sep19,common,high,9.19数据/log_4_2026-9-19-06-19-40.ulg,47,22,25,47,22,25
Sep19,common,high,9.19数据/log_5_2026-9-19-06-26-44.ulg,34,21,13,34,21,13
Sep19,common,high,9.19数据/log_6_2026-9-19-06-31-46.ulg,36,17,19,36,17,19
Sep19,common,isolated,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,1,1,0,1,1,0
Sep19,common,isolated_one_direction,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,1,1,0,1,1,0
Sep19,differential,high,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,26,14,12,26,14,12
Sep19,differential,high,9.19-2数据/log_1_2026-9-19-14-40-12.ulg,31,14,17,31,14,17
Sep19,differential,high,9.19-2数据/log_3_2026-9-19-14-56-32.ulg,50,28,22,50,28,22
Sep19,differential,high,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,27,17,10,27,17,10
Sep19,differential,high,9.19-2数据/log_5_2026-9-19-15-23-48.ulg,46,24,22,46,24,22
Sep19,differential,high,9.19-2数据/log_6_2026-9-19-15-28-00.ulg,25,11,14,25,11,14
Sep19,differential,high,9.19-2数据/log_7_2026-9-19-15-39-08.ulg,51,26,25,51,26,25
Sep19,differential,high,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,44,22,22,44,22,22
Sep19,differential,high,9.19-3数据/log_0_2026-9-19-17-14-26.ulg,32,15,17,32,15,17
Sep19,differential,high,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,24,13,11,24,13,11
Sep19,differential,high,9.19-3数据/log_2_2026-9-19-17-26-42.ulg,35,18,17,35,18,17
Sep19,differential,high,9.19-3数据/log_3_2026-9-19-17-38-46.ulg,29,12,17,29,12,17
Sep19,differential,high,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,31,16,15,31,16,15
Sep19,differential,high,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,32,12,20,32,12,20
Sep19,differential,high,9.19-3数据/log_9_2026-9-19-17-05-08.ulg,39,18,21,39,18,21
Sep19,differential,high,9.19数据/log_0_2026-9-19-05-53-40.ulg,67,33,34,67,33,34
Sep19,differential,high,9.19数据/log_1_2026-9-19-06-01-30.ulg,58,31,27,58,31,27
Sep19,differential,high,9.19数据/log_2_2026-9-19-06-07-52.ulg,53,26,27,53,26,27
Sep19,differential,high,9.19数据/log_3_2026-9-19-06-14-30.ulg,50,22,28,50,22,28
Sep19,differential,high,9.19数据/log_4_2026-9-19-06-19-40.ulg,38,19,19,38,19,19
Sep19,differential,high,9.19数据/log_5_2026-9-19-06-26-44.ulg,36,17,19,36,17,19
Sep19,differential,high,9.19数据/log_6_2026-9-19-06-31-46.ulg,34,16,18,34,16,18
Sep19,differential,isolated,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,1,1,0,1,1,0
Sep19,differential,isolated,9.19-3数据/log_2_2026-9-19-17-26-42.ulg,1,0,1,1,0,1
Sep19,differential,isolated,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,1,0,1,1,0,1
Sep19,differential,isolated,9.19数据/log_2_2026-9-19-06-07-52.ulg,1,0,1,1,0,1
Sep19,differential,isolated,9.19数据/log_3_2026-9-19-06-14-30.ulg,1,0,1,1,0,1
Sep19,differential,isolated,9.19数据/log_5_2026-9-19-06-26-44.ulg,1,0,1,1,0,1
Sep19,differential,isolated_one_direction,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,1,1,0,1,1,0
Sep19,differential,isolated_one_direction,9.19-3数据/log_2_2026-9-19-17-26-42.ulg,1,0,1,1,0,1
Sep19,differential,isolated_one_direction,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,1,0,1,1,0,1
Sep19,differential,isolated_one_direction,9.19数据/log_3_2026-9-19-06-14-30.ulg,1,0,1,1,0,1
Sep19,differential,isolated_one_direction,9.19数据/log_5_2026-9-19-06-26-44.ulg,1,0,1,1,0,1
Sep19,rudder,high,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,33,16,17,33,16,17
Sep19,rudder,high,9.19-2数据/log_1_2026-9-19-14-40-12.ulg,44,25,19,44,25,19
Sep19,rudder,high,9.19-2数据/log_3_2026-9-19-14-56-32.ulg,54,31,23,54,31,23
Sep19,rudder,high,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,29,17,12,29,17,12
Sep19,rudder,high,9.19-2数据/log_5_2026-9-19-15-23-48.ulg,47,24,23,47,24,23
Sep19,rudder,high,9.19-2数据/log_6_2026-9-19-15-28-00.ulg,21,12,9,21,12,9
Sep19,rudder,high,9.19-2数据/log_7_2026-9-19-15-39-08.ulg,47,28,19,47,28,19
Sep19,rudder,high,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,42,19,23,42,19,23
Sep19,rudder,high,9.19-3数据/log_0_2026-9-19-17-14-26.ulg,24,14,10,24,14,10
Sep19,rudder,high,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,18,6,12,18,6,12
Sep19,rudder,high,9.19-3数据/log_2_2026-9-19-17-26-42.ulg,32,14,18,32,14,18
Sep19,rudder,high,9.19-3数据/log_3_2026-9-19-17-38-46.ulg,46,21,25,46,21,25
Sep19,rudder,high,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,31,13,18,31,13,18
Sep19,rudder,high,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,40,12,28,40,12,28
Sep19,rudder,high,9.19-3数据/log_9_2026-9-19-17-05-08.ulg,31,17,14,31,17,14
Sep19,rudder,high,9.19数据/log_0_2026-9-19-05-53-40.ulg,76,41,35,76,41,35
Sep19,rudder,high,9.19数据/log_1_2026-9-19-06-01-30.ulg,68,29,39,68,29,39
Sep19,rudder,high,9.19数据/log_2_2026-9-19-06-07-52.ulg,48,26,22,48,26,22
Sep19,rudder,high,9.19数据/log_3_2026-9-19-06-14-30.ulg,49,20,29,49,20,29
Sep19,rudder,high,9.19数据/log_4_2026-9-19-06-19-40.ulg,43,26,17,43,26,17
Sep19,rudder,high,9.19数据/log_5_2026-9-19-06-26-44.ulg,32,18,14,32,18,14
Sep19,rudder,high,9.19数据/log_6_2026-9-19-06-31-46.ulg,30,18,12,30,18,12
Sep19,rudder,isolated,9.19-2数据/log_1_2026-9-19-14-40-12.ulg,1,0,1,1,0,1
Sep19,rudder,isolated,9.19-2数据/log_6_2026-9-19-15-28-00.ulg,1,1,0,1,1,0
Sep19,rudder,isolated,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,1,0,1,1,0,1
Sep19,rudder,isolated,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,1,0,1,1,0,1
Sep19,rudder,isolated,9.19数据/log_1_2026-9-19-06-01-30.ulg,1,0,1,1,0,1
Sep19,rudder,isolated_one_direction,9.19-2数据/log_1_2026-9-19-14-40-12.ulg,1,0,1,1,0,1
Sep19,rudder,isolated_one_direction,9.19-2数据/log_6_2026-9-19-15-28-00.ulg,1,1,0,1,1,0
Sep19,rudder,isolated_one_direction,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,1,0,1,1,0,1
Sep19,rudder,isolated_one_direction,9.19数据/log_1_2026-9-19-06-01-30.ulg,1,0,1,1,0,1
