mode,pattern,step,cohort,condition,metric,seed,value
Stabilized,sustained,25,Sep17,local100ms,r_rad_s,42,0.11451464702019597
Stabilized,sustained,25,Sep17,local100ms,roll_deg,17,1.0448897993276003
Stabilized,sustained,25,Sep17,local100ms,roll_deg,23,1.1458635584787773
Stabilized,sustained,25,Sep17,local100ms,roll_deg,42,1.0805828963912725
Stabilized,sustained,25,Sep17,local100ms,velocity_m_s,17,0.1430220411450585
Stabilized,sustained,25,Sep17,local100ms,velocity_m_s,23,0.1523271814683795
Stabilized,sustained,25,Sep17,local100ms,velocity_m_s,42,0.1498921482742551
Stabilized,sustained,25,Sep7,continuous,attitude_deg,17,4.2246998963422575
Stabilized,sustained,25,Sep7,continuous,attitude_deg,23,4.245175382868641
Stabilized,sustained,25,Sep7,continuous,attitude_deg,42,4.178925273595676
Stabilized,sustained,25,Sep7,continuous,body_rate_rad_s,17,0.6656010734305364
Stabilized,sustained,25,Sep7,continuous,body_rate_rad_s,23,0.657718279003059
Stabilized,sustained,25,Sep7,continuous,body_rate_rad_s,42,0.6599557201312428
Stabilized,sustained,25,Sep7,continuous,p_rad_s,17,0.5858361178965773
Stabilized,sustained,25,Sep7,continuous,p_rad_s,23,0.5804020514568208
Stabilized,sustained,25,Sep7,continuous,p_rad_s,42,0.5860802629566455
Stabilized,sustained,25,Sep7,continuous,position_m,17,0.269028765201868
Stabilized,sustained,25,Sep7,continuous,position_m,23,0.2688878430467882
Stabilized,sustained,25,Sep7,continuous,position_m,42,0.2691095110234653
Stabilized,sustained,25,Sep7,continuous,q_rad_s,17,0.2596569700192188
Stabilized,sustained,25,Sep7,continuous,q_rad_s,23,0.25570634516993385
Stabilized,sustained,25,Sep7,continuous,q_rad_s,42,0.24869568323287072
Stabilized,sustained,25,Sep7,continuous,r_rad_s,17,0.16466769884851182
Stabilized,sustained,25,Sep7,continuous,r_rad_s,23,0.15977011227718
Stabilized,sustained,25,Sep7,continuous,r_rad_s,42,0.15884657422435355
Stabilized,sustained,25,Sep7,continuous,roll_deg,17,2.9138399891154685
Stabilized,sustained,25,Sep7,continuous,roll_deg,23,2.783129005615
Stabilized,sustained,25,Sep7,continuous,roll_deg,42,2.8159274236102956
Stabilized,sustained,25,Sep7,continuous,velocity_m_s,17,0.4229421906937673
Stabilized,sustained,25,Sep7,continuous,velocity_m_s,23,0.4293749201451341
Stabilized,sustained,25,Sep7,continuous,velocity_m_s,42,0.42874897586623617
Stabilized,sustained,25,Sep7,local100ms,attitude_deg,17,1.3677056614542609
Stabilized,sustained,25,Sep7,local100ms,attitude_deg,23,1.442297395328384
Stabilized,sustained,25,Sep7,local100ms,attitude_deg,42,1.4243135596126975
Stabilized,sustained,25,Sep7,local100ms,body_rate_rad_s,17,0.6322516403008824
Stabilized,sustained,25,Sep7,local100ms,body_rate_rad_s,23,0.628450560463625
Stabilized,sustained,25,Sep7,local100ms,body_rate_rad_s,42,0.631861876120221
Stabilized,sustained,25,Sep7,local100ms,p_rad_s,17,0.5673393966366511
Stabilized,sustained,25,Sep7,local100ms,p_rad_s,23,0.563380776693
Stabilized,sustained,25,Sep7,local100ms,p_rad_s,42,0.5633854151847763
Stabilized,sustained,25,Sep7,local100ms,position_m,17,0.05408657713335146
Stabilized,sustained,25,Sep7,local100ms,position_m,23,0.053880581854946104
Stabilized,sustained,25,Sep7,local100ms,position_m,42,0.05409966310765954
Stabilized,sustained,25,Sep7,local100ms,q_rad_s,17,0.22624942311593552
Stabilized,sustained,25,Sep7,local100ms,q_rad_s,23,0.2326019260518534
Stabilized,sustained,25,Sep7,local100ms,q_rad_s,42,0.23762365010489558
Stabilized,sustained,25,Sep7,local100ms,r_rad_s,17,0.1535536978553171
Stabilized,sustained,25,Sep7,local100ms,r_rad_s,23,0.1475341534156167
Stabilized,sustained,25,Sep7,local100ms,r_rad_s,42,0.1510005576008365
Stabilized,sustained,25,Sep7,local100ms,roll_deg,17,0.9740655815013448
Stabilized,sustained,25,Sep7,local100ms,roll_deg,23,1.0721535859955575
Stabilized,sustained,25,Sep7,local100ms,roll_deg,42,1.040122712858672
Stabilized,sustained,25,Sep7,local100ms,velocity_m_s,17,0.17406737609796671
Stabilized,sustained,25,Sep7,local100ms,velocity_m_s,23,0.1710384074712554
Stabilized,sustained,25,Sep7,local100ms,velocity_m_s,42,0.17185698029618063
Stabilized,sustained,30,ALL,continuous,attitude_deg,17,5.267752760579589
Stabilized,sustained,30,ALL,continuous,attitude_deg,23,5.290949367798931
Stabilized,sustained,30,ALL,continuous,attitude_deg,42,5.24120889012119
Stabilized,sustained,30,ALL,continuous,body_rate_rad_s,17,0.5947842034607983
Stabilized,sustained,30,ALL,continuous,body_rate_rad_s,23,0.5985069847034955
Stabilized,sustained,30,ALL,continuous,body_rate_rad_s,42,0.5986801424881764
Stabilized,sustained,30,ALL,continuous,p_rad_s,17,0.5026694808623451
Stabilized,sustained,30,ALL,continuous,p_rad_s,23,0.49400609513006843
Stabilized,sustained,30,ALL,continuous,p_rad_s,42,0.5068866508440191
Stabilized,sustained,30,ALL,continuous,position_m,17,0.27717629625589657
Stabilized,sustained,30,ALL,continuous,position_m,23,0.2845601630861212
Stabilized,sustained,30,ALL,continuous,position_m,42,0.2788381400647517
Stabilized,sustained,30,ALL,continuous,q_rad_s,17,0.25803898937935693
Stabilized,sustained,30,ALL,continuous,q_rad_s,23,0.2809692933967286
Stabilized,sustained,30,ALL,continuous,q_rad_s,42,0.26298284008434036
Stabilized,sustained,30,ALL,continuous,r_rad_s,17,0.1655894703071886
Stabilized,sustained,30,ALL,continuous,r_rad_s,23,0.16108069002049688
Stabilized,sustained,30,ALL,continuous,r_rad_s,42,0.15974678610461138
Stabilized,sustained,30,ALL,continuous,roll_deg,17,3.6976560564782504
Stabilized,sustained,30,ALL,continuous,roll_deg,23,3.5157652169170874
Stabilized,sustained,30,ALL,continuous,roll_deg,42,3.6382099732451922
Stabilized,sustained,30,ALL,continuous,velocity_m_s,17,0.48626007032033025
Stabilized,sustained,30,ALL,continuous,velocity_m_s,23,0.5135695718896287
Stabilized,sustained,30,ALL,continuous,velocity_m_s,42,0.49610636706556027
Stabilized,sustained,30,ALL,local100ms,attitude_deg,17,1.4625029728372274
Stabilized,sustained,30,ALL,local100ms,attitude_deg,23,1.4895625609444363
Stabilized,sustained,30,ALL,local100ms,attitude_deg,42,1.511676512764165
Stabilized,sustained,30,ALL,local100ms,body_rate_rad_s,17,0.5448076230843011
Stabilized,sustained,30,ALL,local100ms,body_rate_rad_s,23,0.5464282008850155
Stabilized,sustained,30,ALL,local100ms,body_rate_rad_s,42,0.5479224721122633
Stabilized,sustained,30,ALL,local100ms,p_rad_s,17,0.46657367942439193
Stabilized,sustained,30,ALL,local100ms,p_rad_s,23,0.4619238706883935
Stabilized,sustained,30,ALL,local100ms,p_rad_s,42,0.4704014170591052
Stabilized,sustained,30,ALL,local100ms,position_m,17,0.034152893722934084
Stabilized,sustained,30,ALL,local100ms,position_m,23,0.03421881135058438
Stabilized,sustained,30,ALL,local100ms,position_m,42,0.03409086392043608
Stabilized,sustained,30,ALL,local100ms,q_rad_s,17,0.23693800734023202
Stabilized,sustained,30,ALL,local100ms,q_rad_s,23,0.24563040208026898
Stabilized,sustained,30,ALL,local100ms,q_rad_s,42,0.23583287185240837
Stabilized,sustained,30,ALL,local100ms,r_rad_s,17,0.13311190704248452
Stabilized,sustained,30,ALL,local100ms,r_rad_s,23,0.1361318767850044
Stabilized,sustained,30,ALL,local100ms,r_rad_s,42,0.13663148270001563
Stabilized,sustained,30,ALL,local100ms,roll_deg,17,1.0972886233285384
Stabilized,sustained,30,ALL,local100ms,roll_deg,23,1.138558667598598
Stabilized,sustained,30,ALL,local100ms,roll_deg,42,1.1720787444044953
Stabilized,sustained,30,ALL,local100ms,velocity_m_s,17,0.13933166458616605
Stabilized,sustained,30,ALL,local100ms,velocity_m_s,23,0.1387794300673729
Stabilized,sustained,30,ALL,local100ms,velocity_m_s,42,0.14120114390900673
Stabilized,sustained,30,Sep17,continuous,attitude_deg,17,5.714052267991463
Stabilized,sustained,30,Sep17,continuous,attitude_deg,23,5.799324751935659
Stabilized,sustained,30,Sep17,continuous,attitude_deg,42,5.694570485563326
Stabilized,sustained,30,Sep17,continuous,body_rate_rad_s,17,0.5277267078925499
Stabilized,sustained,30,Sep17,continuous,body_rate_rad_s,23,0.5306436563421149
Stabilized,sustained,30,Sep17,continuous,body_rate_rad_s,42,0.5363351170494213
Stabilized,sustained,30,Sep17,continuous,p_rad_s,17,0.41891148842457043
Stabilized,sustained,30,Sep17,continuous,p_rad_s,23,0.40381691543223613
Stabilized,sustained,30,Sep17,continuous,p_rad_s,42,0.429199494266049
Stabilized,sustained,30,Sep17,continuous,position_m,17,0.2132953906727734
Stabilized,sustained,30,Sep17,continuous,position_m,23,0.22851552784948068
Stabilized,sustained,30,Sep17,continuous,position_m,42,0.2154332986048454
Stabilized,sustained,30,Sep17,continuous,q_rad_s,17,0.25936057936377355
Stabilized,sustained,30,Sep17,continuous,q_rad_s,23,0.29189635231843436
Stabilized,sustained,30,Sep17,continuous,q_rad_s,42,0.26785997080743046
Stabilized,sustained,30,Sep17,continuous,r_rad_s,17,0.16757272362136863
Stabilized,sustained,30,Sep17,continuous,r_rad_s,23,0.15803648805048748
Stabilized,sustained,30,Sep17,continuous,r_rad_s,42,0.15768486670121976
Stabilized,sustained,30,Sep17,continuous,roll_deg,17,3.925824600516306
Stabilized,sustained,30,Sep17,continuous,roll_deg,23,3.781263043136726
Stabilized,sustained,30,Sep17,continuous,roll_deg,42,3.9541802426461943
Stabilized,sustained,30,Sep17,continuous,velocity_m_s,17,0.4849854579541575
Stabilized,sustained,30,Sep17,continuous,velocity_m_s,23,0.5369839716381871
Stabilized,sustained,30,Sep17,continuous,velocity_m_s,42,0.5042088259692336
Stabilized,sustained,30,Sep17,local100ms,attitude_deg,17,1.5564294850463318
Stabilized,sustained,30,Sep17,local100ms,attitude_deg,23,1.5698279012120968
Stabilized,sustained,30,Sep17,local100ms,attitude_deg,42,1.6444335076166459
Stabilized,sustained,30,Sep17,local100ms,body_rate_rad_s,17,0.4851580072598978
Stabilized,sustained,30,Sep17,local100ms,body_rate_rad_s,23,0.4887580791493716
Stabilized,sustained,30,Sep17,local100ms,body_rate_rad_s,42,0.4936939297452699
Stabilized,sustained,30,Sep17,local100ms,p_rad_s,17,0.39231935687230485
Stabilized,sustained,30,Sep17,local100ms,p_rad_s,23,0.38898140863878833
Stabilized,sustained,30,Sep17,local100ms,p_rad_s,42,0.40314825858004083
Stabilized,sustained,30,Sep17,local100ms,position_m,17,0.01879877769053185
Stabilized,sustained,30,Sep17,local100ms,position_m,23,0.018946717394824602
Stabilized,sustained,30,Sep17,local100ms,position_m,42,0.01874828480698534
Stabilized,sustained,30,Sep17,local100ms,q_rad_s,17,0.24423866550572682
Stabilized,sustained,30,Sep17,local100ms,q_rad_s,23,0.2493428962681384
Stabilized,sustained,30,Sep17,local100ms,q_rad_s,42,0.2412809297413803
Stabilized,sustained,30,Sep17,local100ms,r_rad_s,17,0.128486162827106
Stabilized,sustained,30,Sep17,local100ms,r_rad_s,23,0.1366374967472327
Stabilized,sustained,30,Sep17,local100ms,r_rad_s,42,0.13737761777693508
Stabilized,sustained,30,Sep17,local100ms,roll_deg,17,1.1888891517614222
Stabilized,sustained,30,Sep17,local100ms,roll_deg,23,1.2339667679201285
Stabilized,sustained,30,Sep17,local100ms,roll_deg,42,1.3083505175411887
Stabilized,sustained,30,Sep17,local100ms,velocity_m_s,17,0.153211024831692
Stabilized,sustained,30,Sep17,local100ms,velocity_m_s,23,0.1512450006307523
Stabilized,sustained,30,Sep17,local100ms,velocity_m_s,42,0.1542498893288834
Stabilized,sustained,30,Sep7,continuous,attitude_deg,17,4.8710420873245885
Stabilized,sustained,30,Sep7,continuous,attitude_deg,23,4.839060137455174
Stabilized,sustained,30,Sep7,continuous,attitude_deg,42,4.838220805283736
Stabilized,sustained,30,Sep7,continuous,body_rate_rad_s,17,0.6543908661881304
Stabilized,sustained,30,Sep7,continuous,body_rate_rad_s,23,0.6588299432469451
Stabilized,sustained,30,Sep7,continuous,body_rate_rad_s,42,0.6540979428781807
Stabilized,sustained,30,Sep7,continuous,p_rad_s,17,0.5771210296959225
Stabilized,sustained,30,Sep7,continuous,p_rad_s,23,0.5741742548614749
Stabilized,sustained,30,Sep7,continuous,p_rad_s,42,0.575941901135548
Stabilized,sustained,30,Sep7,continuous,position_m,17,0.333959323440895
Stabilized,sustained,30,Sep7,continuous,position_m,23,0.33437761662980164
Stabilized,sustained,30,Sep7,continuous,position_m,42,0.33519799914022397
Stabilized,sustained,30,Sep7,continuous,q_rad_s,17,0.2568642427265421
Stabilized,sustained,30,Sep7,continuous,q_rad_s,23,0.27125635213299026
Stabilized,sustained,30,Sep7,continuous,q_rad_s,42,0.258647612774927
Stabilized,sustained,30,Sep7,continuous,r_rad_s,17,0.1638265784723619
Stabilized,sustained,30,Sep7,continuous,r_rad_s,23,0.16378664732717194
Stabilized,sustained,30,Sep7,continuous,r_rad_s,42,0.16157960335207056
Stabilized,sustained,30,Sep7,continuous,roll_deg,17,3.4948395728888673
Stabilized,sustained,30,Sep7,continuous,roll_deg,23,3.2797671491662976
Stabilized,sustained,30,Sep7,continuous,roll_deg,42,3.357347511555412
Stabilized,sustained,30,Sep7,continuous,velocity_m_s,17,0.48739305909026165
Stabilized,sustained,30,Sep7,continuous,velocity_m_s,23,0.4927567721131324
Stabilized,sustained,30,Sep7,continuous,velocity_m_s,42,0.48890418137340624
Stabilized,sustained,30,Sep7,local100ms,attitude_deg,17,1.3790127397624679
Stabilized,sustained,30,Sep7,local100ms,attitude_deg,23,1.4182155918176267
Stabilized,sustained,30,Sep7,local100ms,attitude_deg,42,1.3936702951175153
Stabilized,sustained,30,Sep7,local100ms,body_rate_rad_s,17,0.597829503817104
Stabilized,sustained,30,Sep7,local100ms,body_rate_rad_s,23,0.597690531316699
Stabilized,sustained,30,Sep7,local100ms,body_rate_rad_s,42,0.5961256208829242
Stabilized,sustained,30,Sep7,local100ms,p_rad_s,17,0.5325775216929137
Stabilized,sustained,30,Sep7,local100ms,p_rad_s,23,0.5267616147324872
Stabilized,sustained,30,Sep7,local100ms,p_rad_s,42,0.5301820023738291
Stabilized,sustained,30,Sep7,local100ms,position_m,17,0.04780099686284718
Stabilized,sustained,30,Sep7,local100ms,position_m,23,0.04779400597792641
Stabilized,sustained,30,Sep7,local100ms,position_m,42,0.04772871202128118
Stabilized,sustained,30,Sep7,local100ms,q_rad_s,17,0.23044853341534774
Stabilized,sustained,30,Sep7,local100ms,q_rad_s,23,0.24233040724660723
Stabilized,sustained,30,Sep7,local100ms,q_rad_s,42,0.23099015372887774
Stabilized,sustained,30,Sep7,local100ms,r_rad_s,17,0.13722367967837654
Stabilized,sustained,30,Sep7,local100ms,r_rad_s,23,0.13568243681857928
Stabilized,sustained,30,Sep7,local100ms,r_rad_s,42,0.13596825152053166
Stabilized,sustained,30,Sep7,local100ms,roll_deg,17,1.0158659313881973
Stabilized,sustained,30,Sep7,local100ms,roll_deg,23,1.053751467312793
Stabilized,sustained,30,Sep7,local100ms,roll_deg,42,1.050948279394101
Stabilized,sustained,30,Sep7,local100ms,velocity_m_s,17,0.1269944554790319
Stabilized,sustained,30,Sep7,local100ms,velocity_m_s,23,0.12769892289992452
Stabilized,sustained,30,Sep7,local100ms,velocity_m_s,42,0.12960225909133857
Stabilized,sustained,35,ALL,continuous,attitude_deg,17,5.797727988013565
Stabilized,sustained,35,ALL,continuous,attitude_deg,23,5.788051885953733
Stabilized,sustained,35,ALL,continuous,attitude_deg,42,5.7061745206419685
Stabilized,sustained,35,ALL,continuous,body_rate_rad_s,17,0.5925133120267884
Stabilized,sustained,35,ALL,continuous,body_rate_rad_s,23,0.5923882171852706
Stabilized,sustained,35,ALL,continuous,body_rate_rad_s,42,0.5978302245788085
Stabilized,sustained,35,ALL,continuous,p_rad_s,17,0.48316754701304016
Stabilized,sustained,35,ALL,continuous,p_rad_s,23,0.4785295258377354
Stabilized,sustained,35,ALL,continuous,p_rad_s,42,0.5014733034459289
Stabilized,sustained,35,ALL,continuous,position_m,17,0.3368057474724896
Stabilized,sustained,35,ALL,continuous,position_m,23,0.3465776270795466
Stabilized,sustained,35,ALL,continuous,position_m,42,0.33940807913021814
Stabilized,sustained,35,ALL,continuous,q_rad_s,17,0.29016995120624295
Stabilized,sustained,35,ALL,continuous,q_rad_s,23,0.3007035777206668
Stabilized,sustained,35,ALL,continuous,q_rad_s,42,0.2759661389143489
Stabilized,sustained,35,ALL,continuous,r_rad_s,17,0.1696370211963177
Stabilized,sustained,35,ALL,continuous,r_rad_s,23,0.16429878654239344
Stabilized,sustained,35,ALL,continuous,r_rad_s,42,0.1614606301506365
Stabilized,sustained,35,ALL,continuous,roll_deg,17,4.175983161062912
Stabilized,sustained,35,ALL,continuous,roll_deg,23,3.904587745160896
Stabilized,sustained,35,ALL,continuous,roll_deg,42,4.089183595933148
Stabilized,sustained,35,ALL,continuous,velocity_m_s,17,0.5542964412939926
Stabilized,sustained,35,ALL,continuous,velocity_m_s,23,0.5779171655295379
Stabilized,sustained,35,ALL,continuous,velocity_m_s,42,0.5679523389126766
Stabilized,sustained,35,ALL,local100ms,attitude_deg,17,1.5227798347647017
Stabilized,sustained,35,ALL,local100ms,attitude_deg,23,1.51201569583436
Stabilized,sustained,35,ALL,local100ms,attitude_deg,42,1.49691397110633
Stabilized,sustained,35,ALL,local100ms,body_rate_rad_s,17,0.539983029057751
Stabilized,sustained,35,ALL,local100ms,body_rate_rad_s,23,0.5387360786802301
Stabilized,sustained,35,ALL,local100ms,body_rate_rad_s,42,0.5400838988731926
Stabilized,sustained,35,ALL,local100ms,p_rad_s,17,0.45980217162509646
Stabilized,sustained,35,ALL,local100ms,p_rad_s,23,0.45859384005569537
Stabilized,sustained,35,ALL,local100ms,p_rad_s,42,0.46737015478095456
Stabilized,sustained,35,ALL,local100ms,position_m,17,0.03466613322113041
Stabilized,sustained,35,ALL,local100ms,position_m,23,0.03464208812520103
Stabilized,sustained,35,ALL,local100ms,position_m,42,0.03475897885827324
Stabilized,sustained,35,ALL,local100ms,q_rad_s,17,0.2395441055047223
Stabilized,sustained,35,ALL,local100ms,q_rad_s,23,0.24116563523054754
Stabilized,sustained,35,ALL,local100ms,q_rad_s,42,0.23038869812638296
Stabilized,sustained,35,ALL,local100ms,r_rad_s,17,0.1291232311600483
Stabilized,sustained,35,ALL,local100ms,r_rad_s,23,0.13199943520303778
Stabilized,sustained,35,ALL,local100ms,r_rad_s,42,0.12909964688197728
Stabilized,sustained,35,ALL,local100ms,roll_deg,17,1.1571556219722345
Stabilized,sustained,35,ALL,local100ms,roll_deg,23,1.1628555867542751
Stabilized,sustained,35,ALL,local100ms,roll_deg,42,1.1637824692038534
Stabilized,sustained,35,ALL,local100ms,velocity_m_s,17,0.14740231575175383
Stabilized,sustained,35,ALL,local100ms,velocity_m_s,23,0.15201564288931757
Stabilized,sustained,35,ALL,local100ms,velocity_m_s,42,0.15628310172466903
Stabilized,sustained,35,Sep17,continuous,attitude_deg,17,6.227493683216845
Stabilized,sustained,35,Sep17,continuous,attitude_deg,23,6.231212737997759
Stabilized,sustained,35,Sep17,continuous,attitude_deg,42,6.061182856333511
Stabilized,sustained,35,Sep17,continuous,body_rate_rad_s,17,0.5834892387156907
Stabilized,sustained,35,Sep17,continuous,body_rate_rad_s,23,0.5855720378623612
Stabilized,sustained,35,Sep17,continuous,body_rate_rad_s,42,0.6035106913168913
Stabilized,sustained,35,Sep17,continuous,p_rad_s,17,0.458705951519182
Stabilized,sustained,35,Sep17,continuous,p_rad_s,23,0.4584981605265527
Stabilized,sustained,35,Sep17,continuous,p_rad_s,42,0.49641020543620024
Stabilized,sustained,35,Sep17,continuous,position_m,17,0.26279641471361465
Stabilized,sustained,35,Sep17,continuous,position_m,23,0.283252004104436
Stabilized,sustained,35,Sep17,continuous,position_m,42,0.2671708129670873
Stabilized,sustained,35,Sep17,continuous,q_rad_s,17,0.29635698183484405
Stabilized,sustained,35,Sep17,continuous,q_rad_s,23,0.3091075509296928
Stabilized,sustained,35,Sep17,continuous,q_rad_s,42,0.28663756391851997
Stabilized,sustained,35,Sep17,continuous,r_rad_s,17,0.19356381790192695
Stabilized,sustained,35,Sep17,continuous,r_rad_s,23,0.1796078227176717
Stabilized,sustained,35,Sep17,continuous,r_rad_s,42,0.17710972529685187
Stabilized,sustained,35,Sep17,continuous,roll_deg,17,4.43385288366377
Stabilized,sustained,35,Sep17,continuous,roll_deg,23,4.1741322233700195
Stabilized,sustained,35,Sep17,continuous,roll_deg,42,4.391999692775733
Stabilized,sustained,35,Sep17,continuous,velocity_m_s,17,0.5432972770151664
Stabilized,sustained,35,Sep17,continuous,velocity_m_s,23,0.596851348500921
Stabilized,sustained,35,Sep17,continuous,velocity_m_s,42,0.5682598920228967
Stabilized,sustained,35,Sep17,local100ms,attitude_deg,17,1.5811954883908987
Stabilized,sustained,35,Sep17,local100ms,attitude_deg,23,1.5337828671987912
Stabilized,sustained,35,Sep17,local100ms,attitude_deg,42,1.5416605620339716
Stabilized,sustained,35,Sep17,local100ms,body_rate_rad_s,17,0.5184324510994689
Stabilized,sustained,35,Sep17,local100ms,body_rate_rad_s,23,0.5245516164601232
Stabilized,sustained,35,Sep17,local100ms,body_rate_rad_s,42,0.5209319561900368
Stabilized,sustained,35,Sep17,local100ms,p_rad_s,17,0.4267804258210559
Stabilized,sustained,35,Sep17,local100ms,p_rad_s,23,0.43532914872740497
Stabilized,sustained,35,Sep17,local100ms,p_rad_s,42,0.4444944876671708
Stabilized,sustained,35,Sep17,local100ms,position_m,17,0.01968826029500978
Stabilized,sustained,35,Sep17,local100ms,position_m,23,0.020073118429410192
Stabilized,sustained,35,Sep17,local100ms,position_m,42,0.01995651870429603
Stabilized,sustained,35,Sep17,local100ms,q_rad_s,17,0.24415695215058497
Stabilized,sustained,35,Sep17,local100ms,q_rad_s,23,0.2406405513847435
Stabilized,sustained,35,Sep17,local100ms,q_rad_s,42,0.22294528887048268
Stabilized,sustained,35,Sep17,local100ms,r_rad_s,17,0.13974168545564275
Stabilized,sustained,35,Sep17,local100ms,r_rad_s,23,0.15111872295928072
Stabilized,sustained,35,Sep17,local100ms,r_rad_s,42,0.1441641185089293
Stabilized,sustained,35,Sep17,local100ms,roll_deg,17,1.2161797650031394
Stabilized,sustained,35,Sep17,local100ms,roll_deg,23,1.196308167179749
Stabilized,sustained,35,Sep17,local100ms,roll_deg,42,1.2086800706825551
Stabilized,sustained,35,Sep17,local100ms,velocity_m_s,17,0.14392113456582348
Stabilized,sustained,35,Sep17,local100ms,velocity_m_s,23,0.15647693140498758
Stabilized,sustained,35,Sep17,local100ms,velocity_m_s,42,0.15714318610058142
Stabilized,sustained,35,Sep7,continuous,attitude_deg,17,5.415714036721762
Stabilized,sustained,35,Sep7,continuous,attitude_deg,23,5.3941311285812645
Stabilized,sustained,35,Sep7,continuous,attitude_deg,42,5.390611555582819
Stabilized,sustained,35,Sep7,continuous,body_rate_rad_s,17,0.6005347105255417
Stabilized,sustained,35,Sep7,continuous,body_rate_rad_s,23,0.5984470432500789
Stabilized,sustained,35,Sep7,continuous,body_rate_rad_s,42,0.5927809208116239
Stabilized,sustained,35,Sep7,continuous,p_rad_s,17,0.5049111874520251
Stabilized,sustained,35,Sep7,continuous,p_rad_s,23,0.49633518389212
Stabilized,sustained,35,Sep7,continuous,p_rad_s,42,0.5059738350101322
Stabilized,sustained,35,Sep7,continuous,position_m,17,0.40259182103593394
Stabilized,sustained,35,Sep7,continuous,position_m,23,0.4028670697240893
Stabilized,sustained,35,Sep7,continuous,position_m,42,0.4036189823863345
Stabilized,sustained,35,Sep7,continuous,q_rad_s,17,0.2846703684252643
Stabilized,sustained,35,Sep7,continuous,q_rad_s,23,0.29323337931264365
Stabilized,sustained,35,Sep7,continuous,q_rad_s,42,0.26648042779953024
Stabilized,sustained,35,Sep7,continuous,r_rad_s,17,0.14836875745799838
Stabilized,sustained,35,Sep7,continuous,r_rad_s,23,0.15069075438659055
Stabilized,sustained,35,Sep7,continuous,r_rad_s,42,0.14755032335400062
Stabilized,sustained,35,Sep7,continuous,roll_deg,17,3.94676562986215
Stabilized,sustained,35,Sep7,continuous,roll_deg,23,3.6649926534194517
Stabilized,sustained,35,Sep7,continuous,roll_deg,42,3.8200137320730727
Stabilized,sustained,35,Sep7,continuous,velocity_m_s,17,0.5640734762085047
Stabilized,sustained,35,Sep7,continuous,velocity_m_s,23,0.5610867806660861
Stabilized,sustained,35,Sep7,continuous,velocity_m_s,42,0.5676789583702587
Stabilized,sustained,35,Sep7,local100ms,attitude_deg,17,1.4708548093191933
Stabilized,sustained,35,Sep7,local100ms,attitude_deg,23,1.492667099065977
Stabilized,sustained,35,Sep7,local100ms,attitude_deg,42,1.4571392236150933
Stabilized,sustained,35,Sep7,local100ms,body_rate_rad_s,17,0.5591390983540018
Stabilized,sustained,35,Sep7,local100ms,body_rate_rad_s,23,0.5513444895425474
Stabilized,sustained,35,Sep7,local100ms,body_rate_rad_s,42,0.5571078479248865
Stabilized,sustained,35,Sep7,local100ms,p_rad_s,17,0.48915483456202136
Stabilized,sustained,35,Sep7,local100ms,p_rad_s,23,0.47927356568084245
Stabilized,sustained,35,Sep7,local100ms,p_rad_s,42,0.48770408110431795
Stabilized,sustained,35,Sep7,local100ms,position_m,17,0.04797979804434874
Stabilized,sustained,35,Sep7,local100ms,position_m,23,0.047592283410348435
Stabilized,sustained,35,Sep7,local100ms,position_m,42,0.047916721217364094
Stabilized,sustained,35,Sep7,local100ms,q_rad_s,17,0.2354437973750666
Stabilized,sustained,35,Sep7,local100ms,q_rad_s,23,0.24163237642681773
Stabilized,sustained,35,Sep7,local100ms,q_rad_s,42,0.2370050619094054
Stabilized,sustained,35,Sep7,local100ms,r_rad_s,17,0.11968460511951992
Stabilized,sustained,35,Sep7,local100ms,r_rad_s,23,0.11500451275304403
Stabilized,sustained,35,Sep7,local100ms,r_rad_s,42,0.11570900543579772
Stabilized,sustained,35,Sep7,local100ms,roll_deg,17,1.1046897170558745
Stabilized,sustained,35,Sep7,local100ms,roll_deg,23,1.1331199597094095
Stabilized,sustained,35,Sep7,local100ms,roll_deg,42,1.123873490111674
Stabilized,sustained,35,Sep7,local100ms,velocity_m_s,17,0.15049669902813634
Stabilized,sustained,35,Sep7,local100ms,velocity_m_s,23,0.14805005309761088
Stabilized,sustained,35,Sep7,local100ms,velocity_m_s,42,0.15551858227941354
Stabilized,sustained,40,ALL,continuous,attitude_deg,17,6.33460260653687
Stabilized,sustained,40,ALL,continuous,attitude_deg,23,6.293243320241611
Stabilized,sustained,40,ALL,continuous,attitude_deg,42,6.201326223818176
Stabilized,sustained,40,ALL,continuous,body_rate_rad_s,17,0.6435181491325195
Stabilized,sustained,40,ALL,continuous,body_rate_rad_s,23,0.6488713549092765
Stabilized,sustained,40,ALL,continuous,body_rate_rad_s,42,0.6306048006491206
Stabilized,sustained,40,ALL,continuous,p_rad_s,17,0.5320860519582354
Stabilized,sustained,40,ALL,continuous,p_rad_s,23,0.5416080722980756
Stabilized,sustained,40,ALL,continuous,p_rad_s,42,0.5287332794552966
Stabilized,sustained,40,ALL,continuous,position_m,17,0.4007903947647249
Stabilized,sustained,40,ALL,continuous,position_m,23,0.41318098150156807
Stabilized,sustained,40,ALL,continuous,position_m,42,0.4047501283368454
Stabilized,sustained,40,ALL,continuous,q_rad_s,17,0.3007850831187768
Stabilized,sustained,40,ALL,continuous,q_rad_s,23,0.30087514695126855
Stabilized,sustained,40,ALL,continuous,q_rad_s,42,0.2851384373393716
