tau_s,interval,group,cohort,axis,component,seed,rmse,true_amplitude,pred_amplitude,error_mse,cross_term
0.2,0_500ms,high,Sep17,r,fast,17,0.12322873923064837,0.17380395766501916,0.125642934151777,0.015302493270928723,0.006440834624458701
0.2,0_500ms,high,Sep17,r,fast,23,0.12190554084694735,0.17380395766501916,0.12325205493854688,0.01498396900202338,0.00662460528985815
0.2,0_500ms,high,Sep17,r,fast,42,0.12676527924929262,0.17380395766501916,0.12511239244254604,0.01616970932461516,0.00708016912750168
0.2,0_500ms,high,Sep17,r,raw,17,0.17100618305611276,0.31073797585418383,0.2525121986680538,0.029367315894043233,0.006440834624458701
0.2,0_500ms,high,Sep17,r,raw,23,0.17068717989242332,0.31073797585418383,0.24799507855934905,0.02930034744358587,0.00662460528985815
0.2,0_500ms,high,Sep17,r,raw,42,0.1776806624949397,0.31073797585418383,0.2530811926670754,0.03168109633043808,0.00708016912750168
0.2,0_500ms,high,Sep17,r,slow,17,0.08706366520656734,0.17827695582851763,0.14864313615353753,0.007623987998655813,0.006440834624458701
0.2,0_500ms,high,Sep17,r,slow,23,0.08737396439862023,0.17827695582851763,0.14741814301961836,0.007691773151704342,0.00662460528985815
0.2,0_500ms,high,Sep17,r,slow,42,0.09132332468634104,0.17827695582851763,0.1498898263847279,0.008431217878321245,0.00708016912750168
0.2,0_500ms,high,Sep7,p,fast,17,0.5019010636654154,0.6354362645224966,0.44284846627762636,0.25253850648201037,0.03534076832834412
0.2,0_500ms,high,Sep7,p,fast,23,0.49919156353920496,0.6354362645224966,0.43883367016012476,0.24998433761919392,0.03426694864473813
0.2,0_500ms,high,Sep7,p,fast,42,0.5028702153353017,0.6354362645224966,0.4462435300354589,0.25367716359847997,0.03521028493966144
0.2,0_500ms,high,Sep7,p,raw,17,0.5483100724372952,0.9034792304286346,0.7575324412079328,0.3013942979169164,0.03534076832834412
0.2,0_500ms,high,Sep7,p,raw,23,0.5438817315581913,0.9034792304286346,0.7508081223132101,0.2967586150497856,0.03426694864473813
0.2,0_500ms,high,Sep7,p,raw,42,0.5488033171902049,0.9034792304286346,0.7594807737790232,0.3021522960934671,0.03521028493966144
0.2,0_500ms,high,Sep7,p,slow,17,0.11574752897486136,0.4685285981063829,0.46065430161704474,0.013515023106561833,0.03534076832834412
0.2,0_500ms,high,Sep7,p,slow,23,0.1112886326300064,0.4685285981063829,0.4577627411403711,0.012507328785853585,0.03426694864473813
0.2,0_500ms,high,Sep7,p,slow,42,0.11442687683849279,0.4685285981063829,0.4615278256221667,0.013264847555325674,0.03521028493966144
0.2,0_500ms,high,Sep7,q,fast,17,0.22032736483372975,0.4953779733795682,0.45795966587438247,0.04954346379942594,0.009442784139067274
0.2,0_500ms,high,Sep7,q,fast,23,0.22242918075680132,0.4953779733795682,0.45244513025884076,0.05053568017796352,0.0096297201785634
0.2,0_500ms,high,Sep7,q,fast,42,0.2152896804322524,0.4953779733795682,0.4574475694414207,0.04739563768041617,0.00893273943314062
0.2,0_500ms,high,Sep7,q,raw,17,0.254447807198389,0.7392397760537177,0.6919095741419681,0.066284415481722,0.009442784139067274
0.2,0_500ms,high,Sep7,q,raw,23,0.2573151664770708,0.7392397760537177,0.6902012403927488,0.06768507489385764,0.0096297201785634
0.2,0_500ms,high,Sep7,q,raw,42,0.24923683011306538,0.7392397760537177,0.699389960881995,0.06357423821062846,0.00893273943314062
0.2,0_500ms,high,Sep7,q,slow,17,0.08360245192483425,0.40283912341682915,0.38119560640840233,0.007298167543228788,0.009442784139067274
0.2,0_500ms,high,Sep7,q,slow,23,0.08512640150644081,0.40283912341682915,0.38446997719850917,0.007519674537330735,0.0096297201785634
0.2,0_500ms,high,Sep7,q,slow,42,0.0831897624128646,0.40283912341682915,0.39220154359077203,0.007245861097071673,0.00893273943314062
0.2,0_500ms,high,Sep7,r,fast,17,0.11527745594566248,0.13633010808141438,0.10888577112070288,0.013549443959921494,0.005470257025890717
0.2,0_500ms,high,Sep7,r,fast,23,0.11285137635053576,0.13633010808141438,0.1049315532610786,0.012915132279477402,0.005456539008733021
0.2,0_500ms,high,Sep7,r,fast,42,0.11151076237508119,0.13633010808141438,0.10592789953458834,0.012616550194240921,0.004736029750331113
0.2,0_500ms,high,Sep7,r,raw,17,0.15542082314274427,0.23619175839969517,0.20622546179585258,0.024823811724083898,0.005470257025890717
0.2,0_500ms,high,Sep7,r,raw,23,0.15433490922251744,0.23619175839969517,0.20153320419502174,0.02438589672666118,0.005456539008733021
0.2,0_500ms,high,Sep7,r,raw,42,0.14782242819570668,0.23619175839969517,0.20391887897511296,0.022312002609838025,0.004736029750331113
0.2,0_500ms,high,Sep7,r,slow,17,0.07418196003481728,0.13543038684061318,0.12146042544718681,0.005804110738271687,0.005470257025890717
0.2,0_500ms,high,Sep7,r,slow,23,0.07564498704751761,0.13543038684061318,0.12050147529151145,0.006014225438450759,0.005456539008733021
0.2,0_500ms,high,Sep7,r,slow,42,0.06870122790029785,0.13543038684061318,0.12194668034048067,0.0049594226652659905,0.004736029750331113
0.2,0_500ms,low,ALL,p,fast,17,0.45430829584155,0.5705120100749608,0.3908497035547005,0.2072741092459701,0.027498584308700728
0.2,0_500ms,low,ALL,p,fast,23,0.45028068501595847,0.5705120100749608,0.39146919552628506,0.20389300577824157,0.02663107465562758
0.2,0_500ms,low,ALL,p,fast,42,0.45335826351891967,0.5705120100749608,0.4036481605356616,0.206949865060231,0.027526414175461675
0.2,0_500ms,low,ALL,p,raw,17,0.49275707407145586,0.7960764429828395,0.6546632143975859,0.2437260787734033,0.027498584308700728
0.2,0_500ms,low,ALL,p,raw,23,0.48762072563696807,0.7960764429828395,0.6563856482906272,0.23903386939209798,0.02663107465562758
0.2,0_500ms,low,ALL,p,raw,42,0.49221881175107335,0.7960764429828395,0.6650307141764821,0.2437364806949243,0.027526414175461675
0.2,0_500ms,low,ALL,p,slow,17,0.09427070350499546,0.40571470608683613,0.3922857452396302,0.008953385218732488,0.027498584308700728
0.2,0_500ms,low,ALL,p,slow,23,0.09185697847189245,0.40571470608683613,0.39461213623145336,0.008509788958228817,0.02663107465562758
0.2,0_500ms,low,ALL,p,slow,42,0.09596486927554593,0.40571470608683613,0.3942508604223654,0.009260201459231631,0.027526414175461675
0.2,0_500ms,low,ALL,q,fast,17,0.17625599181509727,0.5218547011260969,0.49934935663074415,0.031322300654080135,0.005145873022949766
0.2,0_500ms,low,ALL,q,fast,23,0.1842918496110348,0.5218547011260969,0.4898988262532069,0.034078754941219765,0.0058596328659474665
0.2,0_500ms,low,ALL,q,fast,42,0.17023460128134266,0.5218547011260969,0.4993549852151876,0.029119956385237372,0.00489554306584595
0.2,0_500ms,low,ALL,q,raw,17,0.19897331670726395,0.7299457125344078,0.7056916317777958,0.03989144025647096,0.005145873022949766
0.2,0_500ms,low,ALL,q,raw,23,0.20934732024618313,0.7299457125344078,0.698074064707815,0.04396601234198576,0.0058596328659474665
0.2,0_500ms,low,ALL,q,raw,42,0.1931836883795344,0.7299457125344078,0.7073323695923354,0.03749561912811218,0.00489554306584595
0.2,0_500ms,low,ALL,q,slow,17,0.058072755042512435,0.3755266703969281,0.3693964129179532,0.003423266579441058,0.005145873022949766
0.2,0_500ms,low,ALL,q,slow,23,0.06311195172332043,0.3755266703969281,0.3697266247834363,0.004027624534818522,0.0058596328659474665
0.2,0_500ms,low,ALL,q,slow,42,0.05854549602267316,0.3755266703969281,0.3724069347195207,0.0034801196770288577,0.00489554306584595
0.2,0_500ms,low,ALL,r,fast,17,0.09619102423578874,0.11280470554983506,0.09088663211556279,0.009359359163620745,0.0033298929585335382
0.2,0_500ms,low,ALL,r,fast,23,0.09592940897674784,0.11280470554983506,0.09032749760850799,0.009290658290126262,0.003373363122131075
0.2,0_500ms,low,ALL,r,fast,42,0.09359652351232428,0.11280470554983506,0.08851520117261258,0.00885362447498474,0.003086398327362381
0.2,0_500ms,low,ALL,r,raw,17,0.12638942671617143,0.19544340567806226,0.17344371165483008,0.01615833132430114,0.0033298929585335382
0.2,0_500ms,low,ALL,r,raw,23,0.1266933801876308,0.19544340567806226,0.17313160807288006,0.016242305571126985,0.003373363122131075
0.2,0_500ms,low,ALL,r,raw,42,0.12263313539660406,0.19544340567806226,0.17003458469279137,0.015217521798529657,0.003086398327362381
0.2,0_500ms,low,ALL,r,slow,17,0.05848251541893736,0.11100184506759105,0.10256597705512847,0.0034690792021468573,0.0033298929585335382
0.2,0_500ms,low,ALL,r,slow,23,0.05937040807083441,0.11100184506759105,0.10262035560730644,0.003578284158869647,0.003373363122131075
0.2,0_500ms,low,ALL,r,slow,42,0.056814162105709415,0.11100184506759105,0.10066345470537719,0.003277498996182534,0.003086398327362381
0.2,0_500ms,low,Sep17,p,fast,17,0.42817060929521944,0.520848509639928,0.3716632434212261,0.18381187793050152,0.025348003539381693
0.2,0_500ms,low,Sep17,p,fast,23,0.4197784637172909,0.520848509639928,0.3734668702549123,0.17672998374861318,0.023682456412629616
0.2,0_500ms,low,Sep17,p,fast,42,0.4201605270567847,0.520848509639928,0.3846189709450358,0.1771970695471727,0.024758376881704614
0.2,0_500ms,low,Sep17,p,raw,17,0.4665629405431881,0.7234650217725949,0.6053602485449392,0.21818936308696568,0.025348003539381693
0.2,0_500ms,low,Sep17,p,raw,23,0.4560593031240309,0.7234650217725949,0.6082951671115259,0.2085587859117366,0.023682456412629616
0.2,0_500ms,low,Sep17,p,raw,42,0.45920289676843556,0.7234650217725949,0.6127574932048825,0.21154313810462388,0.024758376881704614
0.2,0_500ms,low,Sep17,p,slow,17,0.09472260294969734,0.3661103768301013,0.35662615381033075,0.009029481617082441,0.025348003539381693
0.2,0_500ms,low,Sep17,p,slow,23,0.08993723432907631,0.3661103768301013,0.3593157931295426,0.00814634575049382,0.023682456412629616
0.2,0_500ms,low,Sep17,p,slow,42,0.09779321599625936,0.3661103768301013,0.3553438134466284,0.009587691675746555,0.024758376881704614
0.2,0_500ms,low,Sep17,q,fast,17,0.16559638518506117,0.5847734215282843,0.5354839885649312,0.027651031362475965,0.0046183290714447486
0.2,0_500ms,low,Sep17,q,fast,23,0.18298373868615259,0.5847734215282843,0.5207911734280862,0.03368259903235804,0.005904097887238074
0.2,0_500ms,low,Sep17,q,fast,42,0.16291669810718817,0.5847734215282843,0.5382134984513735,0.026692124265698513,0.004443714940074884
0.2,0_500ms,low,Sep17,q,raw,17,0.1868011353939455,0.8137003124732716,0.7650629163611133,0.03514240851337407,0.0046183290714447486
0.2,0_500ms,low,Sep17,q,raw,23,0.20785957823534015,0.8137003124732716,0.752199736460905,0.04344474120785292,0.005904097887238074
0.2,0_500ms,low,Sep17,q,raw,42,0.18408571661795803,0.8137003124732716,0.7683127397591775,0.034056638631616495,0.004443714940074884
0.2,0_500ms,low,Sep17,q,slow,17,0.05346345687060276,0.41974715494742326,0.4080696153381923,0.002873048079453359,0.0046183290714447486
0.2,0_500ms,low,Sep17,q,slow,23,0.061821774225429595,0.41974715494742326,0.4068094713069506,0.003858044288256808,0.005904097887238074
0.2,0_500ms,low,Sep17,q,slow,42,0.05387014372100842,0.41974715494742326,0.4110067344225077,0.002920799425843099,0.004443714940074884
0.2,0_500ms,low,Sep17,r,fast,17,0.09357027379989918,0.12472366527880427,0.09822871322810497,0.00877437432114675,0.003451980671720752
0.2,0_500ms,low,Sep17,r,fast,23,0.0950541885023446,0.12472366527880427,0.09853150712261148,0.009058348513782628,0.0032265757165429155
0.2,0_500ms,low,Sep17,r,fast,42,0.09118729615574035,0.12472366527880427,0.09671167989342246,0.008331921565325823,0.003143609847467398
0.2,0_500ms,low,Sep17,r,raw,17,0.12500898053043347,0.22481009859770626,0.19500828698877914,0.01568635977775921,0.003451980671720752
0.2,0_500ms,low,Sep17,r,raw,23,0.12507854900890256,0.22481009859770626,0.19523878825355864,0.015739262379410528,0.0032265757165429155
0.2,0_500ms,low,Sep17,r,raw,42,0.1210351561212883,0.22481009859770626,0.19204748536077818,0.014693182421093371,0.003143609847467398
0.2,0_500ms,low,Sep17,r,slow,17,0.05864706002239527,0.1304853109465675,0.11668747618133825,0.003460004784891711,0.003451980671720752
0.2,0_500ms,low,Sep17,r,slow,23,0.05845537913639591,0.1304853109465675,0.1170052297044629,0.0034543381490849834,0.0032265757165429155
0.2,0_500ms,low,Sep17,r,slow,42,0.05661779711429622,0.1304853109465675,0.11479419842160998,0.003217651008300149,0.003143609847467398
0.2,0_500ms,low,Sep7,p,fast,17,0.47754179499384386,0.6146573437949898,0.40790433478445554,0.22812942597083102,0.029410211659206535
0.2,0_500ms,low,Sep7,p,fast,23,0.47739377061477417,0.6146573437949898,0.4074712624341719,0.22803791424902242,0.02925206864940355
0.2,0_500ms,low,Sep7,p,fast,42,0.482867362596373,0.6146573437949898,0.42056299572732897,0.2333967944051717,0.029986891769912396
0.2,0_500ms,low,Sep7,p,raw,17,0.5160407483188049,0.860619928503057,0.6984880729332716,0.2664253816057923,0.029410211659206535
0.2,0_500ms,low,Sep7,p,raw,23,0.5156753234262454,0.860619928503057,0.6991327426720504,0.2661228324857525,0.02925206864940355
0.2,0_500ms,low,Sep7,p,raw,42,0.5215662917356404,0.860619928503057,0.7114957994845705,0.2723527852196358,0.029986891769912396
0.2,0_500ms,low,Sep7,p,slow,17,0.0938690151097049,0.44091855431504484,0.4239831598434519,0.008885743975754751,0.029410211659206535
0.2,0_500ms,low,Sep7,p,slow,23,0.09356341770995122,0.44091855431504484,0.4259866634331517,0.008832849587326592,0.02925206864940355
0.2,0_500ms,low,Sep7,p,slow,42,0.09433967219046732,0.44091855431504484,0.4288349021785761,0.008969099044551697,0.029986891769912396
0.2,0_500ms,low,Sep7,q,fast,17,0.1857311977084627,0.465926949657486,0.4672296838003557,0.034585651135506074,0.005614800979843114
0.2,0_500ms,low,Sep7,q,fast,23,0.18545461487759682,0.465926949657486,0.4624389620977586,0.03443089352687464,0.005820108402578037
0.2,0_500ms,low,Sep7,q,fast,42,0.1767394041028133,0.465926949657486,0.46481408456080026,0.03127802938038302,0.0052971680665313435
0.2,0_500ms,low,Sep7,q,raw,17,0.20979303343021372,0.6554971792554176,0.6529171565926247,0.04411280180589042,0.005614800979843114
0.2,0_500ms,low,Sep7,q,raw,23,0.21066975758915468,0.6554971792554176,0.6499623564828461,0.04442936446121494,0.005820108402578037
0.2,0_500ms,low,Sep7,q,raw,42,0.20127077438982452,0.6554971792554176,0.6531275961106977,0.0405524906805528,0.0052971680665313435
0.2,0_500ms,low,Sep7,q,slow,17,0.062169908973098806,0.33621957301871025,0.3350202329888518,0.003912349690541235,0.005614800979843114
0.2,0_500ms,low,Sep7,q,slow,23,0.06425877616589008,0.33621957301871025,0.33676409454031253,0.0041783625317622685,0.005820108402578037
0.2,0_500ms,low,Sep7,q,slow,42,0.06270136473526404,0.33621957301871025,0.3380960016501989,0.003977293233638422,0.0052971680665313435
0.2,0_500ms,low,Sep7,r,fast,17,0.09852058017880168,0.10221007467964022,0.08436033779330307,0.009879345690264295,0.003221370546811571
0.2,0_500ms,low,Sep7,r,fast,23,0.09670738273177293,0.10221007467964022,0.08303504470708267,0.00949715586909838,0.0035038408159872164
0.2,0_500ms,low,Sep7,r,fast,42,0.09573805894039888,0.10221007467964022,0.08122944230967047,0.009317360394681555,0.0030355436428245878
0.2,0_500ms,low,Sep7,r,raw,17,0.12761648999238295,0.1693396786383787,0.15427520024687535,0.016577861587893965,0.003221370546811571
0.2,0_500ms,low,Sep7,r,raw,23,0.12812878567983368,0.1693396786383787,0.1534807812456102,0.016689455074874945,0.0035038408159872164
0.2,0_500ms,low,Sep7,r,raw,42,0.12405356141910692,0.1693396786383787,0.15046756187680307,0.015683601245139685,0.0030355436428245878
0.2,0_500ms,low,Sep7,r,slow,17,0.05833625354919699,0.0936832087307231,0.09001353338738645,0.0034771453508180977,0.003221370546811571
0.2,0_500ms,low,Sep7,r,slow,23,0.06018376712366864,0.0936832087307231,0.08983380085427844,0.0036884583897893474,0.0035038408159872164
0.2,0_500ms,low,Sep7,r,slow,42,0.05698870876474335,0.0936832087307231,0.08810279362428138,0.0033306972076335424,0.0030355436428245878
0.2,500_1000ms,ALL,ALL,p,fast,17,0.47291819240668015,0.5444391645159681,0.3238610506738964,0.22481853447697206,0.02513201698397386
0.2,500_1000ms,ALL,ALL,p,fast,23,0.4684471237101076,0.5444391645159681,0.3263754241334193,0.22079303498518,0.024834091655663627
0.2,500_1000ms,ALL,ALL,p,fast,42,0.47341217290680443,0.5444391645159681,0.351939169974882,0.2256953523545372,0.02527223898753711
0.2,500_1000ms,ALL,ALL,p,raw,17,0.5147037238555805,0.8473624306506786,0.6995827514227625,0.26614427032386745,0.02513201698397386
0.2,500_1000ms,ALL,ALL,p,raw,23,0.5094133842284293,0.8473624306506786,0.6983990696684336,0.2609374630175525,0.024834091655663627
0.2,500_1000ms,ALL,ALL,p,raw,42,0.5162851941058885,0.8473624306506786,0.7127338058934464,0.2681654173761001,0.02527223898753711
0.2,500_1000ms,ALL,ALL,p,slow,17,0.12611069590693436,0.6022576369312868,0.5903536166053734,0.016193718862921532,0.02513201698397386
0.2,500_1000ms,ALL,ALL,p,slow,23,0.12277457643917658,0.6022576369312868,0.5881733750261859,0.01531033637670886,0.024834091655663627
0.2,500_1000ms,ALL,ALL,p,slow,42,0.12991693407500443,0.6022576369312868,0.5890939549002409,0.017197826034025844,0.02527223898753711
0.2,500_1000ms,ALL,ALL,q,fast,17,0.23314129090419064,0.46837301668308784,0.4342462024164504,0.05465006795569754,0.006808231368096055
0.2,500_1000ms,ALL,ALL,q,fast,23,0.25747639904410535,0.46837301668308784,0.4239246510100245,0.06720098810861645,0.007965371659083308
0.2,500_1000ms,ALL,ALL,q,fast,42,0.21992046121594175,0.46837301668308784,0.42996560264939687,0.048616213873601495,0.00614265480889668
0.2,500_1000ms,ALL,ALL,q,raw,17,0.26343232292045166,0.7316595247001968,0.704365437352755,0.06972821671630745,0.006808231368096055
0.2,500_1000ms,ALL,ALL,q,raw,23,0.28816490380633425,0.7316595247001968,0.6978544379557514,0.08411672151558477,0.007965371659083308
0.2,500_1000ms,ALL,ALL,q,raw,42,0.25055005484485515,0.7316595247001968,0.6997649171402744,0.063118776946592,0.00614265480889668
0.2,500_1000ms,ALL,ALL,q,slow,17,0.09050900009278902,0.5263203895887595,0.5166092359723591,0.008269917392513863,0.006808231368096055
0.2,500_1000ms,ALL,ALL,q,slow,23,0.09392755385105456,0.5263203895887595,0.5172396255432545,0.008950361747885003,0.007965371659083308
0.2,500_1000ms,ALL,ALL,q,slow,42,0.09082400494580138,0.5263203895887595,0.5153961247081321,0.008359908264093815,0.00614265480889668
0.2,500_1000ms,ALL,ALL,r,fast,17,0.11039884542689193,0.1281191475663514,0.08303378588337268,0.012373764441948956,0.0036718130970678255
0.2,500_1000ms,ALL,ALL,r,fast,23,0.10890079125132096,0.1281191475663514,0.08267258921345011,0.012032184472943918,0.0031013450315769946
0.2,500_1000ms,ALL,ALL,r,fast,42,0.10928418921573482,0.1281191475663514,0.08098569283958479,0.012106484929595778,0.0037276247409334974
0.2,500_1000ms,ALL,ALL,r,raw,17,0.1640020856230042,0.27867930663269513,0.23300634854823307,0.027455305466828197,0.0036718130970678255
0.2,500_1000ms,ALL,ALL,r,raw,23,0.15896777691115752,0.27867930663269513,0.22880217248557552,0.02577363379286641,0.0031013450315769946
0.2,500_1000ms,ALL,ALL,r,raw,42,0.16223239013297358,0.27867930663269513,0.23155840037727388,0.026832605459014867,0.0037276247409334974
0.2,500_1000ms,ALL,ALL,r,slow,17,0.10526246950236466,0.23183332823584007,0.2089103282058309,0.011409727927811416,0.0036718130970678255
0.2,500_1000ms,ALL,ALL,r,slow,23,0.1018461331584266,0.23183332823584007,0.20500998821741243,0.010640104288345496,0.0031013450315769946
0.2,500_1000ms,ALL,ALL,r,slow,42,0.10334010383663776,0.23183332823584007,0.20725872254377306,0.010998495788485593,0.0037276247409334974
0.2,500_1000ms,ALL,Sep17,p,fast,17,0.44836069326463857,0.5009492615399164,0.3188827461785366,0.20202027928387808,0.022918153941345144
0.2,500_1000ms,ALL,Sep17,p,fast,23,0.4393009412980963,0.5009492615399164,0.32225856648400225,0.1938883574043507,0.02216502383157785
0.2,500_1000ms,ALL,Sep17,p,fast,42,0.44334204174538744,0.5009492615399164,0.34671428415057126,0.19779255778224025,0.022414692610061765
0.2,500_1000ms,ALL,Sep17,p,raw,17,0.49257895270286967,0.7859702609880198,0.660623060037118,0.24386012078725458,0.022918153941345144
0.2,500_1000ms,ALL,Sep17,p,raw,23,0.48187810027198985,0.7859702609880198,0.660608365613873,0.23334191608272553,0.02216502383157785
0.2,500_1000ms,ALL,Sep17,p,raw,42,0.4890694105866874,0.7859702609880198,0.6727025866917746,0.2406874453894176,0.022414692610061765
0.2,500_1000ms,ALL,Sep17,p,slow,17,0.13680001940273478,0.5617855286126765,0.5491225124490373,0.018921687562031365,0.022918153941345144
0.2,500_1000ms,ALL,Sep17,p,slow,23,0.13082341489698884,0.5617855286126765,0.5477032122598058,0.017288534846796967,0.02216502383157785
0.2,500_1000ms,ALL,Sep17,p,slow,42,0.14245976233143512,0.5617855286126765,0.5457702421103292,0.020480194997115585,0.022414692610061765
0.2,500_1000ms,ALL,Sep17,q,fast,17,0.2319643724426905,0.5125560410810039,0.44875398378224457,0.054121539023541235,0.006692325677171832
0.2,500_1000ms,ALL,Sep17,q,fast,23,0.27778343818306256,0.5125560410810039,0.4341562061915548,0.07809744177734684,0.009134311303103106
0.2,500_1000ms,ALL,Sep17,q,fast,42,0.2278301297482887,0.5125560410810039,0.4471902684732375,0.05222994194593314,0.006775544150634548
0.2,500_1000ms,ALL,Sep17,q,raw,17,0.26461120369137137,0.8094904250969891,0.7595074177294127,0.07036914729649187,0.006692325677171832
0.2,500_1000ms,ALL,Sep17,q,raw,23,0.31150886883635315,0.8094904250969891,0.7506667588649991,0.09806082215358583,0.009134311303103106
0.2,500_1000ms,ALL,Sep17,q,raw,42,0.2621081572989619,0.8094904250969891,0.757225933044503,0.06906326840028054,0.006775544150634548
0.2,500_1000ms,ALL,Sep17,q,slow,17,0.09764487754909358,0.5848322764795629,0.5724546655568055,0.009555282595778807,0.006692325677171832
0.2,500_1000ms,ALL,Sep17,q,slow,23,0.10393545085001872,0.5848322764795629,0.5737454937133057,0.010829069073135888,0.009134311303103106
0.2,500_1000ms,ALL,Sep17,q,slow,42,0.10016985532429201,0.5848322764795629,0.5714990938643056,0.01005778230371285,0.006775544150634548
0.2,500_1000ms,ALL,Sep17,r,fast,17,0.11601117928103478,0.14901022082893892,0.09249242459244805,0.01351740865872888,0.0048115674298981215
0.2,500_1000ms,ALL,Sep17,r,fast,23,0.11462133794359468,0.14901022082893892,0.09148064397685263,0.013204769343834157,0.0038547017230174683
0.2,500_1000ms,ALL,Sep17,r,fast,42,0.11492435648521473,0.14901022082893892,0.08913040839778484,0.013271705846125637,0.0049598673611677396
0.2,500_1000ms,ALL,Sep17,r,raw,17,0.18062397057941626,0.32733241084937736,0.27224674317037006,0.03284088429053495,0.0048115674298981215
0.2,500_1000ms,ALL,Sep17,r,raw,23,0.17131162798721356,0.32733241084937736,0.26625372112286727,0.02957454759738289,0.0038547017230174683
0.2,500_1000ms,ALL,Sep17,r,raw,42,0.1797359450167898,0.32733241084937736,0.2713487529142282,0.03242005179676802,0.0049598673611677396
0.2,500_1000ms,ALL,Sep17,r,slow,17,0.12010894428235164,0.2774118630890902,0.24764146239203977,0.014511908201907951,0.0048115674298981215
0.2,500_1000ms,ALL,Sep17,r,slow,23,0.1114563455184421,0.2774118630890902,0.2422972014564377,0.012515076530531266,0.0038547017230174683
0.2,500_1000ms,ALL,Sep17,r,slow,42,0.1190109772960865,0.2774118630890902,0.2464671542043712,0.014188478589474645,0.0049598673611677396
0.2,500_1000ms,ALL,Sep7,p,fast,17,0.4947470805329394,0.5830968560502361,0.32828621022532734,0.24508365020416673,0.027099895244088276
0.2,500_1000ms,ALL,Sep7,p,fast,23,0.49435484140967323,0.5830968560502361,0.33003485315512343,0.24470830394591717,0.027206596388184318
0.2,500_1000ms,ALL,Sep7,p,fast,42,0.5001411783836195,0.5830968560502361,0.3565835129298249,0.25049783641880113,0.02781228021195964
0.2,500_1000ms,ALL,Sep7,p,raw,17,0.5343701871024346,0.9019332481285977,0.7342135882100019,0.28595240324530113,0.027099895244088276
0.2,500_1000ms,ALL,Sep7,p,raw,23,0.5338891921897088,0.9019332481285977,0.7319908066058205,0.28546683807073203,0.027206596388184318
0.2,500_1000ms,ALL,Sep7,p,raw,42,0.5404770016785116,0.9019332481285977,0.7483171118504878,0.2925902813642624,0.02781228021195964
0.2,500_1000ms,ALL,Sep7,p,slow,17,0.11660907502177843,0.6382328443256068,0.6270034869665612,0.013768857797046124,0.027099895244088276
0.2,500_1000ms,ALL,Sep7,p,slow,23,0.11562005336556568,0.6382328443256068,0.624146853040746,0.01355193773663054,0.027206596388184318
0.2,500_1000ms,ALL,Sep7,p,slow,42,0.11876775340262162,0.6382328443256068,0.6276039218246067,0.014280164733501629,0.02781228021195964
0.2,500_1000ms,ALL,Sep7,q,fast,17,0.23418744064774633,0.4290992172182735,0.42135039675796665,0.05511987145094758,0.006911258648917586
0.2,500_1000ms,ALL,Sep7,q,fast,23,0.23942569758725452,0.4290992172182735,0.4148299352931087,0.057515251514189444,0.006926314197732377
0.2,500_1000ms,ALL,Sep7,q,fast,42,0.21288964474274447,0.4290992172182735,0.4146547885837608,0.04540401114264003,0.005580086505129686
0.2,500_1000ms,ALL,Sep7,q,raw,17,0.2623844289018564,0.6624765021252703,0.6553503436846151,0.06915850064503243,0.006911258648917586
0.2,500_1000ms,ALL,Sep7,q,raw,23,0.26741471266853956,0.6624765021252703,0.6509101527030867,0.07172196539291714,0.006926314197732377
0.2,500_1000ms,ALL,Sep7,q,raw,42,0.24027618599676026,0.6624765021252703,0.6486884585587379,0.05783478454331328,0.005580086505129686
0.2,500_1000ms,ALL,Sep7,q,slow,17,0.08416599790940718,0.4743098234636008,0.46696885411951783,0.007127370545167248,0.006911258648917586
0.2,500_1000ms,ALL,Sep7,q,slow,23,0.08503164540753086,0.4743098234636008,0.4670121871698757,0.007280399680995326,0.006926314197732377
0.2,500_1000ms,ALL,Sep7,q,slow,42,0.08251658238714304,0.4743098234636008,0.4655268187915334,0.00685068689554356,0.005580086505129686
0.2,500_1000ms,ALL,Sep7,r,fast,17,0.10541010422320939,0.1095493046662736,0.07462610703086123,0.011357191804811243,0.0026586981345520073
0.2,500_1000ms,ALL,Sep7,r,fast,23,0.10381586085818875,0.1095493046662736,0.07484320720153675,0.010989886809930372,0.002431694639185462
0.2,500_1000ms,ALL,Sep7,r,fast,42,0.10427070719841934,0.1095493046662736,0.0737459456767403,0.011070733003791461,0.0026322979673919483
0.2,500_1000ms,ALL,Sep7,r,raw,17,0.14922707677286018,0.23543210288453315,0.19812599777300016,0.02266812429019997,0.0026586981345520073
0.2,500_1000ms,ALL,Sep7,r,raw,23,0.1479954648435522,0.23543210288453315,0.19551190703020507,0.022395043744407313,0.002431694639185462
0.2,500_1000ms,ALL,Sep7,r,raw,42,0.14667367468069248,0.23543210288453315,0.19618919812220334,0.02186598649212318,0.0026322979673919483
0.2,500_1000ms,ALL,Sep7,r,slow,17,0.09206560303126513,0.19131907503295112,0.17448265337364519,0.008652234350836717,0.0026586981345520073
0.2,500_1000ms,ALL,Sep7,r,slow,23,0.09330372217174615,0.19131907503295112,0.17186579867161214,0.008973462295291479,0.002431694639185462
0.2,500_1000ms,ALL,Sep7,r,slow,42,0.08941043853934998,0.19131907503295112,0.17240678328990805,0.00816295552093977,0.0026322979673919483
0.2,500_1000ms,high,ALL,p,fast,17,0.49889330112663793,0.561310079485186,0.34300233725084583,0.2522354306234818,0.028181853351734214
